english,tag
listing,noun
literacy,noun
literate,adjective
live,adjective
live-blog,verb
live-in,adjective
liver,noun
livestock,noun
lizard,noun
loathe,verb
lobby,noun
lobby,verb
lobbyist,noun
lobster,noun
loft,noun
log,noun
logging,noun
loneliness,noun
long-haul,adjective
longitude,noun
loo,noun
loose-fitting,adjective
loudmouth,noun
loudspeaker,noun
lovable,adjective
loveless,adjective
loving,adjective
low-carb,adjective
low-carbon,adjective
low-cut,adjective
low-impact,adjective
lucrative,adjective
lump,noun
lunar,adjective
lure,verb
lush,adjective
luxurious,adjective
machinery,noun
madness,noun
magistrate,noun
magnet,noun
magnetic,adjective
magnetism,noun
magnify,verb
maid,noun
mailbox,noun
mainstream,noun
maize,noun
majesty,noun
major,adjective
major,noun
malfunction,verb
malfunction,noun
malicious,adjective
man,noun
managed,adjective
manageress,noun
managerial,adjective
mandate,noun
maneuver,verb
manifesto,noun
manoeuvre,verb
manor,noun
mansion,noun
manual,adjective
maple,noun
marble,noun
march,noun
march,verb
margin,noun
marijuana,noun
marine,adjective
marital,adjective
marketable,adjective
marketplace,noun
marmalade,noun
marvel,verb
masculine,noun
masculine,adjective
mash,verb
mask,noun
mass,noun
mast,noun
master,noun
mat,noun
match,noun
mathematical,adjective
mature,adjective
mature,verb
maturity,noun
mayonnaise,noun
meadow,noun
measles,noun
meatball,noun
meaty,adjective
mechanic,noun
mechanical,adjective
medal,verb
medallist,noun
medieval,adjective
meditate,verb
meditation,noun
medium-term,adjective
megabyte,noun
melody,noun
menace,noun
menswear,noun
mentor,noun
mentoring,noun
meow,noun
merchandise,noun
merchant,noun
mercy,noun
merge,verb
merger,noun
merry,adjective
metabolism,noun
meteor,noun
meteorite,noun
meteorological,adjective
meteorology,noun
meter,noun
metric,adjective
metropolitan,adjective
miaow,noun
miaow,verb
mic,noun
microchip,noun
microplastic,noun
microprocessor,noun
microwave,noun
mid-air,adjective
mid-air,noun
middle-income,adjective
midfield,noun
midsummer,noun
midwinter,noun
migrant,noun
migrate,verb
migration,noun
mike,noun
militant,adjective
militia,noun
milking,noun
mill,noun
mince,noun
mind-altering,adjective
minibus,noun
ministry,noun
minor,adjective
minor,noun
miracle,noun
miserable,adjective
misery,noun
misleading,adjective
misrepresent,verb
missile,noun
mission,noun
missionary,noun
mist,noun
mistaken,adjective
mistakenly,adverb
mistreat,verb
misty,adjective
mixed-race,adjective
moan,verb
mobility,noun
mobilize,verb
mock,verb
model,verb
moderate,adjective
moderate,noun
modernism,noun
molecular,adjective
monastery,noun
moneylender,noun
monk,noun
monopoly,noun
monotonous,adjective
monsoon,noun
mop,noun
mop,verb
moped,noun
morality,noun
motel,noun
moth,noun
motherhood,noun
motor,noun
motorist,noun
mould,verb
mountaineer,noun
mountaineering,noun
mousse,noun
movement,noun
moviegoer,noun
mow,verb
mower,noun
mph,abbreviation
mug,verb
mugger,noun
mugging,noun
mule,noun
multi-ethnic,adjective
multi-faith,adjective
multi-skilling,noun
multicultural,adjective
multimedia,adjective
multiplex,noun
multitask,verb
municipal,adjective
mural,noun
muscular,adjective
mussel,noun
mutation,noun
mythology,noun
naive,adjective
nanny,noun
nanotechnology,noun
napkin,noun
nappy,noun
narrate,verb
narration,noun
narrow-minded,adjective
naval,adjective
navigate,verb
needle,noun
neglect,noun
neglect,verb
neighbourly,adjective
neon,noun
nest,verb
nest,noun
netball,noun
network,verb
networking,noun
neuter,adjective
neutral,adjective
neutrality,noun
newborn,adjective
newborn,noun
news-sheet,noun
newsgathering,noun
newsroom,noun
next-generation,adjective
nice-looking,adjective
niche,noun
niche,adjective
nickel,noun
nightdress,noun
nightie,noun
nightly,adjective
nightshirt,noun
nightwear,noun
nil,noun
nitrogen,noun
noble,adjective
noble,noun
nod,verb
nominate,verb
nomination,noun
nominee,noun
non-core,adjective
non-defining,adjective
non-resident,noun
non-resident,adjective
noon,noun
notification,noun
nought,noun
nucleus,noun
nuisance,noun
numerical,adjective
nun,noun
nursery,noun
nurture,verb
nurture,noun
nutritional,adjective
nutritionally,adverb
nylon,noun
oak,noun
objectivity,noun
obligatory,adjective
obliged,adjective
observe,verb
occasional,adjective
occupation,noun
occupational,adjective
occupy,verb
octopus,noun
odds,noun
off-road,adverb
off-street,adjective
offense,noun
offshore,adjective
oil,noun
oilfield,noun
oily,adjective
olive,noun
olive,adjective
on-street,adjective
one-on-one,adjective
one-to-one,adjective
open-hearted,adjective
open-minded,adjective
open-necked,adjective
open-top,adjective
opener,noun
openness,noun
operational,adjective
optician,noun
optimism,noun
oral,noun
oral,adjective
orchid,noun
ordinal,noun
organic,adjective
originate,verb
orphan,noun
orphanage,noun
ostrich,noun
ounce,noun
out-of-work,adjective
outbox,noun
outbreak,noun
outing,noun
outlaw,verb
outlaw,noun
outlet,noun
outlook,noun
outrage,noun
outrage,verb
outsider,noun
outskirts,noun
oval,noun
oval,adjective
overall,noun
overboard,adverb
overcoat,noun
overdose,noun
overdose,verb
overdraft,noun
overdrawn,adjective
overexcited,adjective
overhead,adverb
overjoyed,adjective
overlo,adverb
overload,noun
overlook,verb
overshadow,verb
overtime,noun
overturn,verb
ozone,noun
pace,verb
pace,noun
pack,noun
paddle,noun
paddle,verb
paella,noun
painkilling,adjective
palette,noun
pamphlet,noun
paparazzo,noun
paperback,noun
paracetamol,noun
parachutist,noun
paradox,noun
paradoxical,adjective
paramedic,noun
parasite,noun
parent,verb
parental,adjective
parenthesis,noun
parenthood,noun
parenting,noun
parish,noun
parliamentary,adjective
particle,noun
party,noun
pass,noun
pass-fail,adverb
pass-fail,adjective
passage,noun
passcode,noun
passing,noun
passing,adjective
paste,verb
pastime,noun
pastor,noun
patch,noun
patent,noun
patio,noun
patrol,verb
patrol,noun
patron,noun
patterned,adjective
paw,noun
payphone,noun
peacekeeper,noun
peacekeeping,adjective
peacetime,noun
peacock,noun
peak,adjective
peak,verb
peak,noun
pearl,noun
peasant,noun
pedal,noun
pedal,verb
peer,noun
peg,noun
penalize,verb
penalty,noun
penicillin,noun
peninsula,noun
penis,noun
penniless,adjective
pensioner,noun
perch,verb
percussion,noun
percussionist,noun
perfect,verb
performance-enhancing,adjective
perseverance,noun
persevere,verb
persevering,adjective
personnel,noun
persuasion,noun
pest,noun
petal,noun
petroleum,noun
pharmaceutical,adjective
pharmaceutical,noun
pharmacist,noun
philanthropist,noun
philanthropy,noun
phishing,noun
phonetics,noun
photojournalism,noun
photosynthesis,noun
physician,noun
physiology,noun
physiotherapist,noun
physiotherapy,noun
pier,noun
pig,verb
piglet,noun
pilgrim,noun
pilgrimage,noun
pilot,noun
pinch,verb
pine,noun
pinkish,adjective
pint,noun
piracy,noun
piranha,noun
pirate,noun
pirate,verb
pitch,noun
pitcher,noun
pity,noun
place,noun
placebo,noun
plague,noun
plain,adjective
plain,noun
plantation,noun
planter,noun
plateau,noun
playgoer,noun
playgroup,noun
playlist,noun
playmate,noun
playschool,noun
playwright,noun
ple,adverb
plea,noun
please,verb
pluck,verb
plug,noun
plum,noun
plumbing,noun
plunge,verb
plunge,noun
poach,verb
poacher,noun
pod,noun
podium,noun
poetic,adjective
point,verb
pole,noun
police,verb
policing,noun
policymaker,noun
policymaking,noun
polish,verb
polish,noun
poll,noun
pollinate,verb
polling,noun
pond,noun
pony,noun
poodle,noun
pool,noun
poolroom,noun
pop-up,noun
popcorn,noun
pope,noun
porch,noun
porridge,noun
porter,noun
portfolio,noun
portray,verb
pose,noun
pose,verb
post,noun
post-war,adjective
postage,noun
postpone,verb
postponement,noun
posture,noun
pot,verb
pottery,noun
poultry,noun
powerboat,noun
practical,noun
practicality,noun
practitioner,noun
pre-order,verb
pre-order,noun
preach,verb
precaution,noun
predator,noun
predictable,adjective
preferable,adjective
preferably,adverb
pregnancy,noun
prehistoric,adjective
prejudice,noun
prejudice,verb
premature,adjective
premier,adjective
premiere,noun
premise,noun
premises,noun
prepaid,adjective
prescribe,verb
prescription,noun
preseason,noun
preseason,adjective
press,verb
press-up,noun
pressure,verb
pressurize,verb
presumably,adverb
pretrial,adjective
prevail,verb
prevention,noun
prey,noun
price-fixing,noun
primate,noun
primitive,adjective
principal,noun
principled,adjective
print,noun
privatization,noun
privatize,verb
prizefight,noun
probation,noun
problematic,adjective
proceeding,noun
procession,noun
processor,noun
product,noun
productive,adjective
productively,adverb
profess,verb
profit-sharing,noun
profitable,adjective
programming,noun
projection,noun
projector,noun
promisingly,adverb
promoter,noun
promotion,noun
prompt,verb
proof,noun
proofre,adverb
proofreader,noun
propaganda,noun
property,noun
proposition,noun
prose,noun
prosecute,verb
prosecution,noun
prosecutor,noun
prosper,verb
prosperity,noun
prosperous,adjective
protective,adjective
protocol,noun
prototype,noun
provincial,adjective
provision,noun
provocative,adjective
provocatively,adverb
provoke,verb
pseudoscience,noun
psychiatric,adjective
psychiatrist,noun
psychiatry,noun
psychoanalysis,noun
psychotherapy,noun
publicize,verb
puddle,noun
pull,noun
pulse,noun
pump,verb
pump,noun
pumpkin,noun
punctuate,verb
puncture,noun
puppet,noun
purplish,adjective
pursuit,noun
push,verb
push-up,noun
pushy,adjective
pylon,noun
python,noun
quack,verb
quack,noun
qualifier,noun
quarter,noun
quizmaster,noun
quotation,noun
quote,verb
racecard,noun
rack,noun
radar,noun
radiate,verb
radical,noun
radical,adjective
radioactive,adjective
radioactivity,noun
radius,noun
rag,noun
rage,noun
ragged,adjective
raid,noun
raid,verb
raider,noun
railcar,noun
rainbow,noun
raise,verb
raisin,noun
rally,verb
rally,noun
ramp,noun
range,noun
ranking,noun
ransom,noun
rape,verb
rape,noun
rapids,noun
rapist,noun
rash,noun
ratio,noun
rational,adjective
raven,noun
ravine,noun
ray,noun
re-examination,noun
re-examine,verb
reach,verb
reactor,noun
read-only,adjective
readable,adjective
readership,noun
ready-to-wear,adjective
realism,noun
reap,verb
reasoning,noun
rebel,verb
rebel,noun
rebellion,noun
rebellious,adjective
receive,verb
reception,noun
receptive,adjective
recital,noun
reckless,adjective
recklessly,adverb
recognize,verb
reconsider,verb
reconstruct,verb
reconstruction,noun
record,noun
record-breaking,adjective
recorder,noun
recovery,noun
rectangle,noun
rectangular,adjective
red,noun
red,adjective
reddish,adjective
redecorate,verb
redundancy,noun
redundant,adjective
reed,noun
reel,noun
referee,noun
referendum,noun
refine,verb
reform,verb
reform,noun
reformer,noun
refresh,verb
refuel,verb
refuge,noun
refurbish,verb
refurbishment,noun
regime,noun
register,noun
registration,noun
regular,noun
regulation,adjective
regulation,noun
regulator,noun
reheat,verb
reign,noun
reign,verb
reinforce,verb
reintroduce,verb
relatable,adjective
relay,noun
remains,noun
remake,noun
remedy,noun
reminisce,verb
renaissance,noun
renew,verb
renovate,verb
renovation,noun
rent-free,adjective
rent-free,adverb
rental,noun
repay,verb
repayment,noun
replay,noun
replayability,noun
replayable,adjective
representation,noun
representative,adjective
reproduce,verb
reproduction,noun
reproductive,adjective
republic,noun
resent,verb
resentful,adjective
resentment,noun
reserve,noun
reserved,adjective
reservoir,noun
residential,adjective
resignation,noun
resistance,noun
resistant,adjective
resolution,noun
resolve,noun
restoration,noun
retail,adverb
retail,verb
retailer,noun
retake,noun
retreat,noun
retreat,verb
retrieve,verb
return,noun
reunion,noun
reuse,verb
reuse,noun
reverse,verb
reverse,noun
revive,verb
revolutionary,adjective
revolutionary,noun
rhetorical,adjective
rhinoceros,noun
rib,noun
ribbon,noun
riddle,noun
ridge,noun
ridicule,verb
ridicule,noun
rifle,noun
rift,noun
right-click,verb
right-thinking,adjective
right-wing,adjective
right-winger,noun
rigid,adjective
rigorous,adjective
rigorously,adverb
ring,noun
ringside,noun
rink,noun
riot,verb
riot,noun
rioter,noun
rioting,noun
ripe,adjective
ritual,adjective
ritual,noun
roadside,noun
roadworks,noun
roar,noun
roar,verb
robotics,noun
robust,adjective
robustly,adverb
robustness,noun
rocket,noun
rocket,verb
rodent,noun
rogue,noun
roll,verb
romance,noun
romanticism,noun
roof,noun
rose,adjective
rose-coloured,adjective
rot,verb
rot,noun
rotation,noun
roundabout,noun
ruby,noun
rugged,adjective
rule,verb
ruling,noun
run,noun
runner-up,noun
résumé,noun
sack,verb
sacking,noun
sacred,adjective
sacrifice,verb
sacrifice,noun
safe,noun
safeguard,noun
saint,noun
salt,noun
samba,noun
sanction,noun
sanction,verb
sanctuary,noun
sandbank,noun
sandcastle,noun
sardine,noun
saucer,noun
sauna,noun
savory,adjective
savoury,noun
savoury,adjective
sax,noun
saxophonist,noun
say,noun
scale,noun
scam,verb
scam,noun
scanner,noun
scar,noun
scar,verb
scholar,noun
schooling,noun
score,noun
scorpion,noun
screen,verb
screenplay,noun
screenshot,noun
screw,noun
screw,verb
script,verb
scroll,verb
scruffy,adjective
sculpt,verb
sculptor,noun
sea-green,adjective
seagull,noun
seal,verb
seaman,noun
seasonal,adjective
seaweed,noun
secretive,adjective
sediment,noun
see-through,adjective
segment,noun
segregation,noun
seize,verb
self-catering,adjective
self-catering,noun
self-centred,adjective
self-checkout,noun
self-conscious,adjective
self-drive,adjective
self-employment,noun
self-esteem,noun
self-harm,noun
self-image,noun
self-isolate,verb
self-isolation,noun
self-motivated,adjective
self-pity,noun
self-report,verb
self-report,noun
semi-finalist,noun
semi-tropical,adjective
semicolon,noun
senate,noun
senator,noun
sending-off,noun
senior,noun
senior,adjective
sensation,noun
sensational,adjective
sentiment,noun
sentimental,adjective
separation,noun
sequel,noun
serial,noun
serve,verb
server,noun
service,verb
service,noun
servicewoman,noun
servicing,noun
serviette,noun
set,noun
set,adjective
setback,noun
setter,noun
settle,verb
settlement,noun
sew,verb
sewer,noun
sewing,noun
sexism,noun
sexist,noun
sexist,adjective
sexuality,noun
shade,verb
shading,noun
shake,noun
shaken,adjective
shareholder,noun
sharp,adjective
shatter,verb
shattered,adjective
shawl,noun
shed,noun
shepherd,noun
sheriff,noun
shield,noun
shift,verb
shin,noun
shipowner,noun
shipping,noun
shipwreck,noun
shipwreck,verb
shiver,verb
shoelace,noun
shoot,noun
shopaholic,noun
shoreline,noun
short-haul,adjective
shot,noun
shoulder-length,adjective
shovel,verb
shovel,noun
showing,noun
shrine,noun
shutter,noun
shuttle,noun
sigh,verb
sighted,adjective
sightsee,verb
sightseer,noun
signpost,verb
signposting,noun
silhouette,noun
silicon,noun
silkworm,noun
simmer,verb
simultaneous,adjective
simultaneously,adverb
single,noun
single-decker,noun
single-minded,adjective
single-mindedness,noun
sink,verb
sip,verb
siren,noun
sister,noun
sisterhood,noun
sisterly,adjective
sitter,noun
sketch,verb
sketch,noun
skintight,adjective
skip,verb
skunk,noun
sky-blue,adjective
skydiving,noun
slash,noun
sleeveless,adjective
slender,adjective
slide,noun
sling,noun
smash,verb
smog,noun
smoothie,noun
smuggle,verb
smuggler,noun
smuggling,noun
snatch,verb
sneaker,noun
snorkel,noun
snorkel,verb
snorkelling,noun
snow-white,adjective
snowdrift,noun
snowflake,noun
snowslide,noun
soak,verb
soar,verb
sociability,noun
social,noun
socialism,noun
socialist,adjective
socialization,noun
sociological,adjective
socket,noun
sodium,noun
soft,adjective
sole,noun
solicitor,noun
solid,noun
solid,adjective
solidarity,noun
solitary,adjective
solo,noun
soloist,noun
solstice,noun
songbird,noun
soothe,verb
sorrow,noun
soundtrack,noun
soya,noun
spade,noun
spam,noun
spammer,noun
spammy,adjective
span,verb
spear,noun
speciality,noun
specialty,noun
specimen,noun
spectacle,noun
spectrum,noun
speculative,adjective
speculatively,adverb
speechless,adjective
speedboat,noun
spell,noun
spellcheck,verb
spellcheck,noun
spellchecker,noun
sphere,noun
spin,noun
spinach,noun
spine,noun
spiral,adjective
spiral,noun
spiral,verb
spire,noun
sportsmanlike,adjective
sportsmanship,noun
sportswear,noun
sporty,adjective
spot,noun
spotlight,noun
spray,verb
spreadsheet,noun
sprint,verb
sprint,noun
spy,verb
spy,noun
squad,noun
squarish,adjective
squeak,verb
squeak,noun
squeeze,verb
squid,noun
stab,verb
stabbing,noun
stable,noun
staffroom,noun
staircase,noun
stake,noun
stake,verb
stale,adjective
stamina,noun
starfish,noun
start-up,noun
start-up,adjective
starvation,noun
statesman,noun
station,noun
stationer,noun
stationery,noun
stay-at-home,adjective
staycation,noun
steam,verb
steer,verb
steering,noun
stem,noun
step,noun
stew,verb
stew,noun
steward,noun
stewardess,noun
stick,noun
still,adjective
stimulate,verb
stimulating,adjective
stimulus,noun
stir,verb
stir-fry,noun
stitch,noun
stitch,verb
stocking,noun
stone,noun
stone-age,adjective
stool,noun
stopwatch,noun
storage,noun
storey,noun
straight,adjective
straightforward,adjective
strain,noun
strand,verb
strand,noun
strap,noun
strapless,adjective
strategic,adjective
strategist,noun
streak,noun
stream,verb
streaming,noun
strike,noun
striking,adjective
string,noun
string,adjective
strip,verb
strive,verb
stroke,noun
stroke,verb
stun,verb
stuntman,noun
stuntwoman,noun
styling,noun
stylishness,noun
stylist,noun
stylistic,adjective
subject,noun
subjectivity,noun
subjunctive,adjective
subjunctive,noun
submarine,noun
submission,noun
submit,verb
subscribe,verb
subscriber,noun
subscription,noun
subsidy,noun
subspecies,noun
substitute,noun
subtle,adjective
subtract,verb
subtraction,noun
subtropical,adjective
suburban,adjective
subway,noun
successor,noun
sudoku,noun
sue,verb
suicide,noun
suite,noun
sultan,noun
summit,noun
sumo,noun
sun-dried,adjective
sunblock,noun
sunburn,noun
sunny,adjective
sunshade,noun
suntan,noun
suntanned,adjective
superficial,adjective
superior,adjective
superstore,noun
supervillain,noun
supervise,verb
supervision,noun
supervisor,noun
support,noun
support,verb
supposedly,adverb
suppress,verb
suppression,noun
sureness,noun
surf,noun
surge,noun
surge,verb
surgical,adjective
surreal,adjective
surrealism,noun
surrealist,noun
surrealist,adjective
surrender,noun
surrender,verb
surveillance,noun
survey,verb
survey,noun
suspected,adjective
suspend,verb
suspension,noun
suspicion,noun
suspicious,adjective
swamp,noun
swan,noun
swarm,noun
sweet,adjective
sweetheart,noun
swell,verb
swelling,noun
swerve,verb
swimwear,noun
swing,noun
swing,verb
swipe,verb
swollen,adjective
sword,noun
syllabus,noun
symbolic,adjective
symbolism,noun
sympathetic,adjective
syndrome,noun
synthesis,noun
synthetic,adjective
syrup,noun
tab,noun
tablecloth,noun
tablespoon,noun
tabloid,noun
tabloid,adjective
tackle,noun
tackle,verb
tactful,adjective
tadpole,noun
tail,noun
tailor-made,adjective
take,noun
take,verb
tan,adjective
tan,verb
tan,noun
tango,noun
tanker,noun
tanned,adjective
tarantula,noun
tariff,noun
tart,noun
tasteless,adjective
tax-free,adjective
taxation,noun
tear,verb
teaspoon,noun
teatime,noun
tectonic,adjective
tedious,adjective
teleconference,noun
teleconference,verb
teleconferencing,noun
telegraph,noun
telegraph,verb
televise,verb
temple,noun
tempt,verb
tenant,noun
tender,adjective
tense,adjective
tentacle,noun
tentative,adjective
tentatively,adverb
term,noun
terminal,adjective
terminal,noun
terminate,verb
termite,noun
terrace,noun
terraced,adjective
terrain,noun
terror,noun
test-drive,verb
testify,verb
testimony,noun
texture,noun
thankful,adjective
theatre-going,adjective
theatregoer,noun
theatrical,adjective
theological,adjective
theologically,adverb
theology,noun
theoretical,adjective
there,adverb
thereby,adverb
thermal,adjective
thermometer,noun
thesis,noun
thigh,noun
thoughtful,adjective
thread,noun
threshold,noun
thrilled,adjective
thrive,verb
thriving,adjective
throw-in,noun
thunder,noun
thunder,verb
thundercloud,noun
tick,noun
tidal,adjective
tide,noun
tie,noun
tight-knit,adjective
tile,noun
till,noun
timber,noun
timid,adjective
tinned,adjective
tip,noun
tissue,noun
tobacco,noun
toddler,noun
toffee,noun
tofu,noun
tolerance,noun
tolerant,adjective
tolerantly,adverb
toleration,noun
toll,noun
tone,noun
top,verb
topsoil,noun
torrent,noun
torture,noun
torture,verb
toss,verb
total,verb
touristy,adjective
toxic,adjective
tractor,noun
tradesman,noun
tradeswoman,noun
trafficker,noun
trafficking,noun
tragic,adjective
trail,noun
trailer,noun
tramp,noun
trans,adjective
transaction,noun
transatlantic,adjective
transfer,noun
transfer,verb
transgender,adjective
transistor,noun
transit,noun
transmission,noun
transmitter,noun
transplant,verb
trauma,noun
tray,noun
treaty,noun
tremble,verb
trench,noun
triangular,adjective
triathlon,noun
trigger,noun
trilogy,noun
triumph,noun
trophy,noun
tropic,noun
trot,verb
trot,noun
troublemaker,noun
trout,noun
truant,noun
truant,verb
truce,noun
truck,verb
trunk,noun
trustee,noun
trustworthy,adjective
truthful,adjective
tub,noun
tuition,noun
tulip,noun
tummy,noun
tumour,noun
tundra,noun
tuneless,adjective
tunelessly,adverb
turbulence,noun
turn-off,noun
turnout,noun
turnover,noun
turquoise,noun
turquoise,adjective
turtle,noun
tweeter,noun
twig,noun
twist,verb
twist,noun
ultramarathon,noun
umpire,noun
unbearable,adjective
unbeaten,adjective
unblock,verb
unborn,adjective
uncertainty,noun
unchristian,adjective
unconcerned,adjective
unconsciousness,noun
uncosted,adjective
uncover,verb
undecided,adjective
undeniable,adjective
undeniably,adverb
underage,adjective
underclothes,noun
undercover,adjective
undercover,adverb
underdog,noun
underemployed,adjective
underestimate,verb
undergraduate,noun
underlie,verb
underscore,noun
underskirt,noun
undertake,verb
undertaking,noun
undesirable,adjective
uneasy,adjective
unelected,adjective
unfurnished,adjective
uninstall,verb
unpredictable,adjective
unsmiling,adjective
unspoken,adjective
unstated,adjective
untruthful,adjective
unvoiced,adjective
upgrade,verb
upgrade,noun
uphold,verb
upmarket,adverb
upmarket,adjective
upright,adjective
upriver,adverb
upstate,adjective
upstate,adverb
upstream,adverb
upward,adjective
uranium,noun
utensil,noun
utility,noun
vacancy,noun
vacant,adjective
vaccinate,verb
vaccination,noun
vaccine,noun
vacuum,noun
vain,adjective
valentine,noun
validity,noun
value,noun
van,noun
vandalize,verb
vanilla,noun
vapor,noun
vapour,noun
variable,noun
vax,noun
vax,verb
veal,noun
vegan,noun
vegetarianism,noun
vegetation,noun
veil,noun
vein,noun
velodrome,noun
velvet,noun
vendor,noun
venture,noun
verbal,adjective
verdict,noun
verify,verb
verse,noun
versus,preposition
vessel,noun
veteran,noun
viable,adjective
vibrant,adjective
vibrantly,adverb
vicar,noun
vice,noun
viewpoint,noun
villainous,adjective
villainy,noun
vine,noun
vineyard,noun
vintage,adjective
vinyl,noun
violate,verb
violation,noun
violet,noun
violet,adjective
viral,adjective
virtue,noun
visibility,noun
vlog,noun
vlog,verb
vlogger,noun
vlogging,noun
vocal,adjective
vocational,adjective
vodka,noun
voice,verb
voice,noun
voice-over,noun
voiced,adjective
voiceless,adjective
volunteer,verb
vote,verb
voucher,noun
vow,verb
vow,noun
vulture,noun
wade,verb
wage,verb
wagon,noun
waistline,noun
walker,noun
walkway,noun
wallaby,noun
ward,noun
warehouse,noun
warfare,noun
warm-blooded,adjective
warm-hearted,adjective
warmth,noun
warrant,noun
watercolour,noun
waterside,noun
watery,adjective
wave,verb
wave,noun
wavelength,noun
weaken,verb
wear,verb
weathergirl,noun
weblog,noun
weed,noun
weed,verb
weekly,noun
weep,verb
weightless,adjective
weightlessness,noun
well,adverb
wetsuit,noun
whereby,adverb
whilst,conjunction
whine,verb
whip,verb
whirlwind,noun
whistle,noun
whistle,verb
whitish,adjective
wholemeal,adjective
widescreen,noun
widow,noun
widower,noun
width,noun
wig,noun
wildcat,noun
wildfire,noun
wind,noun
windmill,noun
windowsill,noun
windshield,noun
windsurf,verb
windsurfer,noun
windsurfing,noun
winegrower,noun
winemaker,noun
winemaking,noun
wing,noun
wit,noun
withdrawal,noun
withdrawn,adjective
witty,adjective
womenswear,noun
wooded,adjective
woodwind,noun
woof,verb
woof,exclamation
woof,noun
workable,adjective
workload,noun
workmate,noun
workout,noun
workstation,noun
worship,noun
worship,verb
worshipper,noun
worthless,adjective
wreck,noun
wrestle,verb
wrestler,noun
wrestling,noun
wrinkle,noun
yachting,noun
year-long,adjective
year-round,adjective
yearly,adjective
yearly,adverb
yellowish,adjective
yield,verb
yield,noun
yoga,noun
yolk,noun
youngster,noun
youthful,adjective
yummy,adjective
zero-carbon,adjective
zero-emission,adjective
zodiac,noun
zoologist,noun
zoology,noun
