english,tag,definition
compact,noun,"1. a small car 2. a small flat box with a mirror, containing powder that women use on their faces 3. a formal agreement between two or more people or countries"
companionable,adjective,friendly
companionway,noun,a set of stairs on a ship
compatibility,noun,"1. the ability of people or things to live or exist together without problems 2. the ability of machines, especially computers, and computer programs to be used together"
compilation,noun,"1. a collection of items, especially pieces of music or writing, taken from different places and put together 2. the process of compiling something"
complainant,noun,a person who makes a formal complaint against somebody in court
complaint,noun,"1. a reason for not being satisfied; a statement that somebody makes saying that they are not satisfied 2. the act of complaining 3. an illness, especially one that is not serious, and often one that affects a particular part of the body"
complaisance,noun,the fact of being ready to accept other people's actions and opinions and to do what other people want
complaisant,adjective,ready to accept other people’s actions and opinions and to do what other people want
complex,noun,"1. a group of buildings of a similar type together in one place 2. a group of things that are connected 3. a set of beliefs or fears, which may not be conscious, that can make somebody very unhappy or cause a mental illness"
complexion,noun,1. the natural colour and condition of the skin on a person’s face 2. the general character of something 3. to change the way that a situation appears
compliant,adjective,1. too willing to agree with other people or to obey rules 2. in agreement with a set of rules
complicit,adjective,involved with other people in something wrong or illegal
complicity,noun,the act of taking part with another person in a crime 
composite,noun,"1. something made by putting together different parts or materials 2. a mixture of different materials used for building, making objects, etc. 3. a picture of a person who is wanted by the police, made by putting together photographs of different features of faces from information that is given by somebody who has seen the person"
composition,noun,"1. the different parts that something is made of; the way in which the different parts are organized 2. a short text that is written as a school exercise; a short essay 3. a piece of music or art, or a poem"
compost,verb,1. to make something into compost 2. to put compost on or in something
compostable,adjective,that can be made into compost
compote,noun,a cold dessert (= a sweet dish) made of fruit that has been cooked slowly with sugar
comprehensive,adjective,"1. including all, or almost all, the items, details, facts, information, etc., that may be involved 2. designed for students of all abilities in the same school 3. gained or lost by a large amount"
comprehensive,noun,(in the UK) a secondary school for young people of all levels of ability
comptroller,noun,a person who is in charge of the financial accounts of a business company
compère,noun,"a person who introduces the people who perform in a television programme, a show in a theatre, etc."
comrade,noun,"1. a person who is a member of the same communist or socialist political party as the person speaking 2. a friend or other person that you work with, especially as soldiers during a war"
con,noun,1. a trick; an act of cheating somebody 2. a convict (= a person who has been found guilty of a crime and sent to prison) 3. the advantages and disadvantages of something
con,verb,"to trick somebody, especially in order to get money from them or persuade them to do something for you"
concave,adjective,curving in
concavity,noun,1. the quality of being concave (= curving in) 2. a shape or place that curves in
concealer,noun,a skin-coloured cream or powder used to cover spots or marks on the skin or dark circles under the eyes
conceit,noun,"1. the fact of being too proud of yourself and what you do 2. an artistic effect or device, especially one that is very clever or tries to be very clever but does not succeed 3. a clever expression in writing or speech that involves a comparison between two things"
concentric,adjective,having the same centre
concern,noun,"1. a feeling of worry, especially one that is shared by many people 2. a desire to protect and help somebody/something 3. something that is important to a person, an organization, etc."
concertina,noun,a musical instrument like a small accordion that you hold in both hands. You press the ends together and pull them apart to produce sounds.
concession,noun,"1. something that you allow or do, or allow somebody to have, in order to end an argument or to make a situation less difficult 2. the act of giving something or allowing something; the act of conceding 3. a reduction in an amount of money that has to be paid; a ticket that is sold at a reduced price to a particular group of people"
concierge,noun,"1. a person, especially in France, who takes care of a building containing flats and checks people entering and leaving the building 2. a person in a hotel whose job is to help guests by giving them information, arranging theatre tickets, etc."
conciliate,verb,"to make somebody less angry or more friendly, especially by being kind and pleasant or by giving them something"
conclude,verb,1. to decide or believe something as a result of what you have heard or seen 2. to come to an end; to bring something to an end 3. to arrange and settle an agreement with somebody formally and finally
concord,noun,"1. peace and agreement 2. the fact of having the same number, gender or person"
concordant,adjective,in agreement with something
concordat,noun,"an agreement, especially between the Roman Catholic Church and the state"
concourse,noun,"a large, open part of a public building, especially an airport or a train station"
concur,verb,to agree
concurrence,noun,1. agreement 2. an example of two or more things happening at the same time
concuss,verb,"to hit somebody on the head, making them become unconscious or confused for a short time"
concussed,adjective,"unconscious or confused for a short time, because of an injury to the head"
concussion,noun,"a temporary loss of consciousness caused by a hard hit on the head; the effects of a severe hit on the head, such as not being able to think clearly and temporary loss of physical and mental abilities"
condense,verb,"1. to change from a gas into a liquid; to make a gas change into a liquid 2. if a liquid condenses or you condense it, it becomes thicker and stronger because it has lost some of its water 3. to put something such as a piece of writing into fewer words; to put a lot of information into a small space"
condenser,noun,"1. a device that cools gas in order to change it into a liquid 2. a device that receives or stores electricity, especially in a car engine"
condition,verb,1. to train somebody/something to behave in a particular way or to become used to a particular situation 2. to have an important effect on somebody/something; to influence the way that something happens 3. to keep something such as your hair or skin healthy
conditioner,noun,"1. a liquid or cream used to improve the condition of hair after washing 2. a liquid, used after washing clothes, that makes them softer"
condo,noun,a condominium (= an apartment building or group of houses in which each flat/house is owned by the person living in it but the shared areas are owned by everyone together; a flat/house in such a building or group of houses)
condole,verb,"to express sympathy for somebody, especially when a person in their family or somebody they know well has died"
condominium,noun,an apartment building or group of houses in which each apartment/house is owned by the person living in it but the shared areas are owned by everyone together; an apartment/a house in such a building or group of houses
condor,noun,a large bird of the vulture family that lives mainly in South America
conductive,adjective,"able to conduct electricity, heat, etc."
conductivity,noun,"the quality of being able to conduct electricity, heat, etc."
conductor,noun,"1. a person who stands in front of an orchestra, a group of singers etc., and directs their performance, especially somebody who does this as a profession 2. a person who is in charge of a train and travels with it, but does not drive it 3. a person whose job is to collect money from passengers on a bus or train or check their tickets"
cone,noun,"1. a solid or hollow object with a round flat base and sides that slope up to a point 2. a solid or hollow object that is like a cone in shape  3. a plastic object shaped like a cone and often red and white, or yellow in colour, used on roads to show where vehicles are not allowed to go, for example while repairs are being done"
confectioner,noun,a person or a business that makes or sells cakes and sweets
confederation,noun,"1. an organization consisting of countries, businesses, etc. that have joined together in order to help each other 2. (in Canada) the joining together of provinces and territories forming Canada, which began 1 July, 1867"
confetti,noun,"small pieces of coloured paper that people often throw at weddings over people who have just been married, or (in the US) at other special events"
configuration,noun,1. an arrangement of the parts of something or a group of things; the form or shape that this arrangement produces 2. the equipment and programs that form a computer system and the way that these are set up to run
configure,verb,"to arrange something in a particular way, especially computer equipment; to make equipment or software work in the way that the user prefers"
confinement,noun,"1. the state of being forced to stay in a closed space, prison, etc.; the act of putting somebody there 2. the time when a woman gives birth to a baby"
confirm,verb,"1. to state or show that something is definitely true or correct, especially by providing evidence 2. to make a position, an agreement, etc. more definite or official; to establish somebody/something clearly 3. to make somebody feel or believe something even more strongly"
confirmation,noun,"1. a statement, letter, etc. that shows that something is true, correct or definite 2. a ceremony at which a person becomes a full member of the Christian Church 3. a Jewish ceremony similar to a bar mitzvah or bat mitzvah but usually for young people over the age of 16"
confiscate,verb,"to officially take something away from somebody, especially as a punishment"
confiscation,noun,"the act of officially taking something away from somebody, especially as a punishment"
confit,noun,duck or other meat cooked slowly and preserved in its own fat
conformability,noun,"the fact of being able or willing to agree with, match or obey something"
conformable,adjective,1. similar in form or nature to something; in agreement with something 2. willing to obey rules or behave and think in the same way as other people
conformance,noun,the fact of following the rules or standards of something
confound,verb,1. to confuse and surprise somebody 2. to prove somebody/something wrong 3. to defeat an enemy
confrontational,adjective,"tending to deal with people in an aggressive way that is likely to cause arguments, rather than discussing things with them"
confute,verb,to prove a person or an argument to be wrong
conga,noun,"1. a fast dance in which the dancers follow a leader in a long winding line, with each person holding on to the person in front; a piece of music for this dance 2. a tall narrow drum that you play with your hands"
congenital,adjective,1. existing since or before birth 2. existing as part of a person’s character and not likely to change 3. born with a particular illness
conger,noun,a large eel (= a long thin fish) that lives in the sea
conglomerate,noun,1. a large company formed by joining together different firms 2. a number of things or parts that are put together to form a whole 3. a type of rock made of small stones held together by dried clay
congregant,noun,a member of a church or synagogue
congregational,adjective,"1. connected with a group of people who are gathered together in a church for a religious service, not including the priest and choir 2. connected with the group of people who belong to a particular church and go there regularly"
congruence,noun,1. agreement with something; the state of being similar to something and not in conflict with it 2. the quality of having the same size and shape
congruent,adjective,1. having the same size and shape 2. in agreement with something; similar to something and not in conflict with it
conical,adjective,having the shape of a cone
conifer,noun,any tree that produces hard dry fruit called cones. Most conifers are evergreen (= have leaves that stay on the tree all year).
coniferous,adjective,connected with any tree that produces hard dry fruit called cones
conjectural,adjective,not based on definite knowledge; formed by guessing
conjecture,verb,to form an opinion about something even though you do not have much information on it
conjecture,noun,1. an opinion or idea that is not based on definite knowledge and is formed by guessing 2. the act of forming an opinion or idea that is not based on definite knowledge
conjugal,adjective,connected with marriage and the sexual relationship between a married couple
conjugate,verb,"1. to give the different forms of a verb, as they vary according to number, person, tense, etc. 2. to have different forms, showing number, person, tense, etc."
conker,noun,"1. the smooth shiny brown nut of the horse chestnut tree 2. a children’s game played with conkers on strings, in which two players take turns to try to hit and break each other’s conker"
conman,noun,"a man who tricks others into giving him money, etc."
conniving,adjective,behaving in a way that secretly hurts others or deliberately fails to prevent others from being hurt
connoisseur,noun,"an expert on matters involving the judgement of beauty, quality or skill in art, food or music"
connote,verb,"to suggest a feeling, an idea, etc. as well as the main meaning"
connubial,adjective,"relating to marriage, or the relationship between people who are married"
conquest,noun,"1. the act of taking control of a country, city, etc. by force 2. an area of land taken by force 3. a person that somebody has persuaded to love them or to have sex with them"
consanguinity,noun,relationship by birth in the same family
conscience-stricken,adjective,feeling guilty about something you have done or failed to do
conscription,noun,the practice of ordering people by law to join the armed forces
consecrate,verb,"1. to state officially in a religious ceremony that something is holy and can be used for religious purposes 2. to make bread and wine into the body and blood of Christ 3. to state officially in a religious ceremony that somebody is now a priest, etc."
consecration,noun,"1. the act of stating officially in a religious ceremony that something is holy and can be used for religious purposes 2. the act of making bread and wine into the body and blood of Christ 3. the act of stating officially in a religious ceremony that somebody is now a priest, etc."
consensual,adjective,1. that people in general agree with 2. which the people taking part have agreed to
consequential,adjective,1. happening as a result or an effect of something 2. important; that will have important results
consequentially,adverb,1. happening as a result or an effect of something 2. in a way that is important or that will have important results
conservancy,noun,"1. a group of officials who control the use of a port, a river, an area of land, etc. 2. the protection of the natural environment"
conservatism,noun,1. the wish to resist great or sudden change 2. the political belief that society should change as little as possible 3. the principles of the Conservative Party in British politics
conservator,noun,"a person who is responsible for repairing and preserving works of art, buildings and other things of cultural interest"
conservatory,noun,"1. a room (or sometimes a building) with glass walls and a glass roof. Conservatories are used for sitting in to enjoy the sun, and to protect plants from cold weather. 2. a school or college at which people are trained in music and theatre"
console,noun,"a flat surface that contains all the controls and switches for a machine, a piece of electronic equipment, etc."
consonance,noun,1. agreement 2. a combination of musical notes that sound pleasant together
consonant,adjective,agreeing with or being the same as something else
conspire,verb,1. to secretly plan with other people to do something illegal or harmful 2. to seem to work together to make something bad happen
constable,noun,"1. (in the UK and some other countries) a police officer of the lowest rank 2. an official with some of the powers of a police officer, typically in a small town"
constabulary,noun,the police force of a particular area or town
constant,noun,a number or quantity that does not vary
consternation,noun,"a worried, sad feeling after you have received an unpleasant surprise "
constipation,noun,the condition of being unable to get rid of waste material from the bowels easily (= being constipated)
constituent,noun,1. a person who lives in and can vote in a constituency 2. one of the parts of something that combine to form the whole
constitutionalism,noun,a belief in constitutional government
constitutionality,noun,the fact that something is acceptable according to a constitution
consul,noun,1. a government official who is the representative of his or her country in a foreign city 2. one of the two heads of state who were elected each year to rule the Roman Republic
consulate,noun,the building where a consul works
consummate,verb,to make a marriage or a relationship complete by having sex
consummation,noun,1. the act of making a marriage or relationship complete by having sex 2. the fact of making something complete or perfect
contagion,noun,1. the spread of a disease by close contact between people 2. a disease that can be spread by close contact between people 3. something bad that spreads quickly by being passed from person to person
contingency,noun,1. an event that may or may not happen; the fact that events are not certain 2. a sum of money that you keep for additional payments
contingent,noun,"1. a group of people at a meeting or an event who have something in common, especially the place they come from, that is not shared by other people at the event 2. a group of soldiers that are part of a larger force"
continuant,noun,"a consonant that is pronounced with the breath passing through the throat, so that the sound can be continued. /f/, /l/ and /m/ are examples of continuants."
continuant,adjective,connected with the type of consonant called a continuant
continuity,noun,"1. the fact of not stopping or not changing 2. a logical connection between the parts of something, or between two things 3. the organization of a film or television programme, especially making sure that people’s clothes, objects, etc. are the same from one scene to the next"
contour,verb,to put dark liquid or powder on your face in order to emphasize its features
contraband,noun,goods that are illegally taken into or out of a country
contraceptive,adjective,used to prevent a woman from becoming pregnant
contraceptive,noun,"a drug, device or practice used to avoid becoming pregnant when having sex"
contract,verb,1. to become less or smaller; to make something become less or smaller 2. to get an illness 3. to make a legal agreement with somebody for them to work for you or provide you with a service
contraction,noun,"1. the process of becoming smaller 2. a sudden and painful contracting of muscles, especially the muscles around a woman’s womb, that happens when she is giving birth to a child 3. a short form of a word"
contractual,adjective,connected with the conditions of a legal written agreement; agreed in a contract
contractually,adverb,"in a way that is connected with the conditions of a legal written agreement, or that is agreed in a contract"
contraflow,noun,"a system that is used when one half of a large road is closed for repairs, and the traffic going in both directions has to use the other half"
contrail,noun,the white line that is left in the sky by a plane
contralto,noun,a singing voice with a lower range than that of a soprano; a person with a contralto voice
contrarian,noun,"a person who opposes or rejects popular opinion, especially in financial markets"
contrary,adjective,(usually of children) behaving badly; choosing to do or say the opposite of what is expected
contrast,noun,"1. a difference between two or more people or things that you can see clearly when they are compared or put close together; the fact of comparing two or more things in order to show the differences between them 2. a person or thing that is clearly different from somebody/something else 3. differences in colour or in light and dark, used in photographs and paintings to create a special effect"
contravene,verb,to do something that is not allowed by a law or rule
contravention,noun,the fact of doing something that is not allowed by a law or rule
contretemps,noun,an unpleasant event or an embarrassing occasion when people disagree 
contributory,adjective,1. helping to cause something 2. involving payments from the people who will benefit
contrivance,noun,1. something that somebody has done or written that does not seem natural; the fact of seeming artificial 2. a clever or complicated device or tool made for a particular purpose 3. a clever plan or trick; the act of using a clever plan or trick
controller,noun,"1. a person who manages or directs something, especially a large organization or part of an organization 2. a device that controls or regulates a machine or part of a machine 3. a person who is in charge of the financial accounts of a business company"
contusion,noun,an injury to part of the body that does not break the skin
convalesce,verb,to spend time getting your health and strength back after an illness
convalescence,noun,a period of time when you get well again after an illness or a medical operation; the process of getting well
convene,verb,1. to arrange for people to come together for a formal meeting 2. to come together for a formal meeting
convent,noun,1. a building in which a Christian community of nuns (= members of a female religious community) live together 2. a school run by nuns
conversion,noun,"1. the act or process of changing something from one form, use or system to another 2. the process or experience of changing somebody's or your own religion or beliefs 3. a way of scoring extra points after scoring a try or a touchdown"
convert,verb,"1. to change or make something change from one form, purpose, system, etc. to another 2. to be able to be changed from one form, purpose, or system to another 3. to change your religion or beliefs; to make somebody change their religion or beliefs"
converter,noun,1. a person or thing that converts something 2. a device for changing alternating current into direct current or the other way around 3. a device for changing a radio signal from one frequency to another
convertible,noun,a car with a roof that can be folded down or taken off
convertible,adjective,1. that can be changed to a different form or use 2. having a roof that you can fold down or take off
convex,adjective,curving out
conveyance,noun,1. the process of taking somebody/something from one place to another 2. a vehicle 3. a legal document that moves property from one owner to another
conveyancer,noun,a lawyer who is an expert in conveyancing
conveyancing,noun,the branch of law that involves preparing the documents needed for moving property from one owner to another
convivial,adjective,cheerful and friendly in atmosphere or character
conviviality,noun,the quality of being cheerful and friendly in atmosphere or character
convocation,noun,"1. a large formal meeting, especially of Church officials or members of a university 2. the act of calling together a convocation 3. a ceremony held in a university or college when students receive their degrees"
convoy,noun,"1. a group of vehicles or ships travelling together, especially when soldiers or other vehicles travel with them for protection 2. as a group; together"
conwoman,noun,"a woman who tricks others into giving her money, etc."
coo,verb,"1. when a dove or a pigeon coos, it makes a soft low sound 2. to say something in a soft quiet voice, especially to somebody you love 3. if two people who are in love bill and coo, they kiss and speak in a loving way to each other"
cookware,noun,pots and containers used in cooking
coop,noun,"1. a cage for chickens, etc. 2. to escape from a place"
coordinate,noun,"1. either of two numbers or letters used to fix the position of a point on a map or graph 2. pieces of clothing that can be worn together because, for example, the colours look good together"
coordinate,verb,"1. to organize the different parts of an activity and the people involved in it so that it works well 2. to make the different parts of your body work well together 3. if you coordinate clothes, furniture, etc. or if they coordinate, they look nice together"
coot,noun,1. a black bird with a white forehead and beak that lives on or near water 2. a stupid person 3. completely bald
copper,noun,"1. a chemical element. Copper is a soft red-brown metal used for making electric wires, pipes and coins. 2. brown coins that do not have much value 3. a police officer"
copperhead,noun,one of several types of poisonous snake that are brown in colour
coppery,adjective,similar to or having the colour of copper
copter,noun,a helicopter
copy,noun,"1. a thing that is made to be the same as something else, especially a document or a work of art 2. a single example of a book, newspaper, etc. of which many have been made 3. written material that is to be published in a newspaper, magazine, etc.; news or information that can be used in a newspaper article or advertisement"
copycat,adjective,similar to and seen as copying an earlier well-known crime or action
coracle,noun,"a small round boat with a wooden frame, used especially in Wales and Ireland"
coral,adjective,"pink or red in colour, like coral"
corbel,noun,"a piece of stone or wood that sticks out from a wall to support something, for example an arch"
cord,noun,"1. strong thick string or thin rope; a piece of this 2. a piece of wire that is covered with plastic, used for carrying electricity to a piece of equipment 3. a part of the body that is like a piece of cord"
cordial,noun,"1. a sweet drink that does not contain alcohol, made from fruit juice. It is drunk with water added. 2. a strong sweet alcoholic drink, sometimes tasting of fruit. It is usually drunk in very small glasses after a meal. 3. a glass of cordial"
cordon,noun,"a line or ring of police officers, soldiers, etc. guarding something or stopping people from entering or leaving a place"
corduroy,noun,"1. a type of strong soft cotton cloth with a pattern of raised straight lines on it, used for making clothes 2. cords (= trousers made of corduroy)"
corgi,noun,a small dog with short legs and a pointed nose
coriander,noun,a plant whose leaves are used in cooking as a herb and whose seeds are used in cooking as a spice
cork,noun,"1. a light, soft material that is the thick bark of a type of Mediterranean oak tree 2. a small round object made of cork or plastic, that is used for closing bottles, especially wine bottles"
corkage,noun,the money that a restaurant charges if you want to drink wine there that you have bought somewhere else
cormorant,noun,a large black bird with a long neck that lives near the sea or other areas of water
cornbread,noun,a kind of flat bread made with corn (maize) flour
corncrake,noun,a European bird with a loud sharp call that makes its nest on the ground
cornea,noun,the clear layer that covers and protects the outer part of the eye
corneal,adjective,relating to the cornea (= the clear layer that covers and protects the outer part of the eye)
cornerback,noun,a defending player whose position is outside and behind the linebackers
cornet,noun,1. a brass musical instrument like a small trumpet 2. a cone (= a piece of thin dry biscuit like a cone in shape that you can put ice cream in to eat it)
cornetto,noun,an early musical instrument consisting of a curved tube with holes in that you cover with your fingers while blowing into the end
cornice,noun,a border around the top of the walls in a room or on the outside walls of a building
cornrows,noun,a hairstyle in which the hair is put into lines of plaits along the head
cornstarch,noun,"fine white flour made from corn (maize), used especially for making sauces thicker"
corny,adjective,not original; used too often to be interesting or to sound sincere
corollary,noun,"a situation, an argument or a fact that is the natural and direct result of another one"
corona,noun,"1. a ring of light seen around the sun or moon, especially during an eclipse 2. infection with or disease caused by a coronavirus"
coronary,adjective,"relating to the heart, particularly the arteries that take blood to the heart"
coronation,noun,"1. a ceremony at which a crown (= an object in the shape of a circle, usually made of gold and precious stones) is formally placed on the head of a new king or queen and they officially become king or queen  2. a situation in which somebody gains the top position without competition"
coroner,noun,"an official whose job is to discover the cause of any sudden, violent or suspicious death by holding an inquest"
corporal,noun,"a member of one of the lower ranks in the army, the marines or the British air force"
corporation,noun,1. a large business company 2. an organization or a group of organizations that is recognized by law as a single unit 3. a group of people elected to govern a large town or city and provide public services
corpse,noun,"a dead body, especially of a human"
corpsman,noun,a member of a military medical unit who is not an officer
corpulence,noun,the fact of being fat. People say ‘corpulence’ to avoid saying ‘ fatness ’.
corpulent,adjective,fat. People say ‘corpulent’ to avoid saying ‘fat’.
corral,noun,"an area with a fence around it, for horses, cows, etc. on a farm or ranch"
corrie,noun,"a round hollow area in the side of a mountain, especially in Scotland"
corroborate,verb,"to provide evidence or information that supports a statement, theory, etc."
corroboration,noun,"evidence or information that supports a statement, theory, etc."
corrode,verb,"1. to slowly destroy or damage metal, stone or other materials by chemical action; to be destroyed in this way 2. to slowly destroy or make something weaker "
corrosion,noun,"the process of destroying something slowly, especially by chemical action; the condition that results from this process"
corrupt,verb,"1. to have a bad effect on somebody and make them behave in a way that is not honest or moral 2. to change the original form of something, so that it is damaged or made less good in some way 3. to cause mistakes to appear in a computer file, etc. with the result that the information in it is no longer correct; (of a computer file, etc.) to start containing mistakes "
corruption,noun,"1. dishonest or illegal behaviour, especially of people in authority 2. the act or effect of making somebody change from moral to immoral standards of behaviour 3. the form of a word or phrase that has become changed from its original form in some way; the process by which a word or phrase changes form in this way"
corset,noun,"1. a piece of women’s underwear, fitting the body tightly, worn especially in the past to make the middle part look smaller 2. a piece of clothing that fits the body tightly, worn to support a weak or injured back"
cortex,noun,"the outer layer of an organ in the body, especially the brain"
cortisol,noun,a hormone produced in the body that is used in drugs to help with diseases of the skin and muscles
corvette,noun,a small fast ship used in war to protect other ships from attack
cos,conjunction,cos
cos,abbreviation,(in writing) cosine: the ratio of the length of the side next to an acute angle in a right-angled triangle to the length of the longest side (= the hypotenuse)
cosine,noun,the ratio of the length of the side next to an acute angle in a right-angled triangle to the length of the longest side (= the hypotenuse)
cosmopolitan,adjective,"1. containing people of different types or from different countries, and influenced by their culture 2. having or showing a wide experience of people and things from many different countries 3. found all over the world"
cosplay,verb,"to take part in cosplay (= dressing up as a character from a film, book or video game)"
cosplay,noun,"the activity of dressing up as a character from a film, book or video game"
cosplayer,noun,"a person who takes part in cosplay (= dressing up as a character from a film, book or video game)"
costumier,noun,"a person or company that makes costumes or has costumes to hire, especially for the theatre"
cot,noun,1. a small bed with high sides for a baby or young child 2. a light narrow bed that you can fold up and carry easily
cottonmouth,noun,a poisonous snake that lives near water in the US
cotyledon,noun,"a part inside a seed that looks like a small leaf, which the developing plant uses as a store of food. Cotyledons are the first parts of the seed to appear above the ground when it begins to grow."
couchette,noun,a narrow bed on a train that folds down from the wall
cougar,noun,"1. a large American wild animal of the cat family, with yellow-brown or grey fur 2. an older woman who seeks a sexual relationship with a much younger man"
counsel,verb,1. to listen to and give support or professional advice to somebody who needs help 2. to advise somebody to do something
counsel,noun,"1. advice, especially given by older people or experts; a piece of advice 2. a lawyer or group of lawyers representing somebody in court 3. advice not to try to do something because it is too difficult"
count,noun,1. an act of counting to find the total number of somebody/something 2. an act of saying numbers in order beginning with 1 3. a measurement of the amount of something contained in a particular substance or area
countdown,noun,"1. the action of counting numbers backwards to zero, for example before a spacecraft is launched 2. the period of time just before something important happens"
countenance,noun,a person’s face or their expression
countenance,verb,to support something or agree to something happening
counter,noun,"1. a long flat surface over which goods are sold or business is done in a shop, bank, etc. 2. a flat surface in a kitchen for preparing food on 3. a small disc used for playing or scoring in some board games"
counter-attack,verb,"to make an attack in response to the attack of an enemy or opponent in war, sport or an argument"
counter-attack,noun,"an attack made in response to the attack of an enemy or opponent in war, sport or an argument"
counter-insurgency,noun,action taken against a group of people who are trying to take control of a country by force
counterexample,noun,an example that provides evidence against an idea or theory
counteroffensive,noun,an attack made in order to defend against enemy attacks
counterpoint,noun,1. the combination of two or more tunes played together to form a single piece of music 2. a tune played in combination with another one 3. an effective or interesting contrast
countersign,verb,"to sign a document that has already been signed by another person, especially in order to show that it is legally or officially acceptable"
counterterrorism,noun,action taken to prevent the activities of political groups who use violence to try to achieve their aims
counterterrorist,adjective,intended to prevent the activities of political groups who use violence to try to achieve their aims 
couplet,noun,two lines of poetry of equal length one after the other
coupling,noun,"1. an action of joining or combining two things 2. an act of having sex 3. a thing that joins together two parts of something, two vehicles or two pieces of equipment"
couponing,noun,the practice of collecting and using coupons that offer discounts (= amounts of money taken off) on goods or services
coupé,noun,a car with two doors and usually a sloping back
courier,noun,1. a person or company whose job is to take packages or important papers somewhere 2. a person who is employed by a travel company to give advice and help to a group of tourists on holiday
courseware,noun,computer programs that are designed to be used to teach a subject
court,verb,"1. to try to please somebody in order to get something you want, especially the support of a person, an organization, etc. 2. to try to obtain something 3. to do something that might result in something unpleasant happening"
courteous,adjective,"polite, especially in a way that shows respect"
courtesy,adjective,"provided free, at no cost to the person using it"
couscous,noun,a type of North African food made from wheat in very small round pieces; a dish of meat and/or vegetables with couscous
couture,noun,the design and production of expensive and fashionable clothes; these clothes
covalent,adjective,sharing a pair of electrons
covenant,verb,"to promise or legally agree to do something or give somebody something, especially to pay a regular amount of money to somebody/something"
covenant,noun,"a promise to somebody, or a legal agreement, especially one to pay a regular amount of money to somebody/something"
coverall,noun,"a loose piece of clothing like a shirt and trousers in one piece, made of heavy cloth and usually worn over other clothing by workers doing dirty work"
covidiot,noun,a person who annoys other people by refusing to obey the social distancing rules designed to prevent the spread of COVID-19
cowardice,noun,fear or lack of courage
cowed,adjective,made to feel afraid and that you are not as good as somebody else
cower,verb,to bend low and/or move backwards because you are frightened
cowlick,noun,a piece of hair that grows in a different direction from the rest of your hair and is difficult to make lie flat
cowling,noun,"a metal cover for an engine, especially on an aircraft"
cowpoke,noun,a cowboy (= a man who rides a horse and whose job is to take care of cattle in the western parts of the US)
cox,noun,the person who controls the direction of a rowing boat while other people are rowing
coy,adjective,"1. shy or pretending to be shy and innocent, especially about love or sex, sometimes in order to make people more interested in you 2. not willing to give information about something, or give answers that tell people too much about you"
coyote,noun,a North American wild animal of the dog family
coypu,noun,"a large South American animal, like a beaver, that lives near water"
coz,conjunction,because
crack,noun,1. a line on the surface of something where it has broken but not split into separate parts 2. a narrow space or opening 3. a sudden loud noise
crack,verb,1. to break without dividing into separate parts; to break something in this way 2. to break open or into pieces; to break something in this way 3. to hit something/somebody in a short hard manner
crackbrained,adjective,crazy and unlikely to succeed
cracker,noun,"1. a thin dry biscuit that often tastes of salt and is usually eaten with cheese 2. a tube of coloured paper that makes a loud explosive sound when it is pulled open by two people. Crackers usually contain a paper hat, a small present and a joke, and are used in the UK at Christmas parties and meals. 3. something that you think is very good, funny, etc."
cracknel,noun,"1. a type of hard dry biscuit that is not sweet 2. a sweet made from a flat dry piece of melted sugar, often with nuts in"
cradle,noun,"1. a small bed for a baby that can be pushed gently from side to side 2. the place where something important began 3. a small platform that can be moved up and down the outside of a high building, used by people cleaning windows, etc."
craft,noun,1. an activity involving a special skill at making things with your hands 2. all the skills needed for a particular activity 3. skill in making people believe what you want them to believe
crafty,adjective,"clever at getting what you want, especially by indirect or dishonest methods"
crag,noun,"a high, steep, rough mass of rock"
craggy,adjective,1. having many crags 2. having strong features and deep lines
crammer,noun,a school or book that prepares people quickly for exams
cramp,noun,"1. a sudden pain that you get when the muscles in a particular part of your body contract, usually caused by cold or too much exercise 2. severe pain in the stomach"
cramped,adjective,"1. a cramped room, etc. does not have enough space for the people in it 2. not having room to move freely 3. with small letters close together and therefore difficult to read"
cranberry,noun,"a small red berry with a bitter, sharp taste that grows on a small bush and is used in cooking"
crane,noun,"1. a tall machine with a long arm, used to lift and move building materials and other heavy objects 2. a large bird with long legs and a long neck "
cranial,adjective,relating to the cranium
cranium,noun,the bone structure that forms the head and surrounds and protects the brain
crank,noun,"1. a person with ideas that other people find strange 2. a person who easily gets angry or annoyed 3. a bar and handle in the shape of an L that you pull or turn to produce movement in a machine, etc."
crank,verb,to make something turn or move by using a crank
crankshaft,noun,a long piece of metal in a vehicle that connects the engine to the wheels and helps turn the engine’s power into movement
cranky,adjective,1. strange  2. easily annoyed
crash-dive,verb,to go steeply downwards and then crash
cravat,noun,"a short wide piece of silk, etc. worn by men around the neck, folded inside the collar of a shirt"
craven,adjective,not having or showing courage
craw,noun,1. the part of a bird’s throat where food is kept 2. to be difficult or impossible to say 3. to be difficult or impossible to accept; to make you angry
crawfish,noun,"an animal like a small lobster that lives in rivers and lakes and can be eaten, or one like a large lobster that lives in the sea and can be eaten"
crawl,noun,"1. a very slow speed 2. a fast swimming stroke that you do lying on your front moving one arm over your head, and then the other, while kicking with your feet"
cray,noun,"a crayfish (= an animal like a small lobster, that lives in rivers and lakes and can be eaten, or one like a large lobster, that lives in the sea and can be eaten)"
crayfish,noun,"an animal like a small lobster that lives in rivers and lakes and can be eaten, or one like a large lobster that lives in the sea and can be eaten"
crayon,noun,"a coloured pencil or stick of soft coloured chalk or wax, used for drawing"
