english,tag,definition
cyclist,noun,a person who rides a bicycle
daily,adverb,every day
damage,noun,"1. physical harm caused to something which makes it less attractive, useful or valuable 2. harmful effects on somebody/something"
damage,verb,to have a bad or harmful effect on something/somebody
dangerously,adverb,"in a way that is likely to harm or injure somebody, or to damage or destroy something"
daughter-in-law,noun,the wife of your son or daughter
daylight,noun,"1. the light that comes from the sun during the day 2. (in) the clear light of day, when it is easy to see"
daytime,noun,the period during the day between the time when it gets light and the time when it gets dark
deal,noun,"1. an agreement, especially in business, on particular conditions for buying or doing something 2. the way that somebody/something is treated"
decade,noun,"a period of ten years, especially a continuous period, such as 1910–1919 or 2000–2009"
decorate,verb,"1. to make something look more attractive by putting things on it 2. to put paint, wallpaper, etc. on the walls and ceilings of a room or house"
deep,adverb,"1. a long way below the surface of something or a long way inside or into something 2. if you know something deep down, you know your true feelings about something, although you may not admit them to yourself"
deep-sea,adjective,of or in the deeper parts of the sea
deep-water,adjective,of or in the deeper parts of the sea
define,verb,1. to say or explain what the meaning of a word or phrase is 2. to describe or show the nature or range of somebody/something 
defining,adjective,"1. that describes or shows the essential meaning of something 2. explaining which particular person or thing you are talking about rather than giving extra information about them. In ‘The books which are on the table are mine’, ‘which are on the table’ is a defining relative clause."
definite,adjective,1. sure or certain; unlikely to change 2. easily or clearly seen or understood; obvious
definition,noun,"1. an explanation of the meaning of a word or phrase, especially in a dictionary 2. what an idea means"
deliver,verb,"1. to take goods, letters, etc. to the person or people they have been sent to 2. to give or send information or ideas to somebody"
denim,noun,"1. a type of strong cotton cloth that is usually blue and is used for making clothes, especially jeans 2. trousers or other clothes made of denim"
departure,noun,"1. an act of leaving a place 2. a plane, train, etc. leaving a place at a particular time"
designer,adjective,made by a famous designer; expensive and having a famous brand name
desk,noun,"1. a piece of furniture like a table, often with drawers (= parts like boxes in it with handles on the front for pulling them open), that you sit at to read, write, work, etc. 2. a place where you can get information or be served at an airport, a hotel, etc."
despite,preposition,1. used to show that something happened or is true although something else might have happened to prevent it 2. used to show that somebody did not intend to do the thing mentioned
destination,noun,a place to which somebody/something is going or being sent
determine,verb,1. to discover the facts about something; to calculate something exactly 2. to make something happen in a particular way or be of a particular type
determined,adjective,1. having made a definite decision to do something and not letting anyone prevent you 2. showing determination
determiner,noun,"a word such as the, some, my, etc. that comes before a noun to show how the noun is being used"
developing,adjective,"poor, and trying to make its industry and economic system more advanced"
development,noun,"1. the steady growth of something so that it becomes more advanced, stronger, etc. 2. the growth of the economy of a country or region through increased business activity"
diagram,noun,"a simple drawing using lines to explain where something is, how something works, etc."
diamond,noun,"1. a clear precious stone of pure carbon, the hardest substance known. Diamonds are used in jewellery and also in industry, especially for cutting glass. 2. a shape with four straight sides of equal length and with angles that are not right angles"
diet,verb,to eat less food or only food of a particular type in order to lose weight
dieter,noun,a person who is trying to lose weight on a diet
difficulty,noun,1. a problem; a thing or situation that causes problems 2. the state or quality of being hard to do or to understand; the effort that something involves
diploma,noun,1. a course of study at a college or university 2. a document showing that you have completed a course of study or part of your education
direct,verb,"1. to control or be in charge of somebody/something 2. to be in charge of actors in a play or film, or musicians in a band, orchestra, etc."
direct,adverb,"1. without stopping or changing direction or vehicle 2. without involving other people, or without anyone or anything in between"
directly,adverb,1. without stopping or changing direction 2. with nobody or nothing in between
dirt,noun,"1. any substance that makes something dirty, for example dust, soil or mud 2. loose earth or soil"
disadvantage,noun,something that causes problems and tends to stop somebody/something from succeeding or making progress
disappointed,adjective,"upset because something you hoped for has not happened or been as good, successful, etc. as you expected"
disappointing,adjective,"not as good, successful, etc. as you had hoped; making you feel disappointed"
disappointingly,adverb,"in a way that is not as good, successful, etc. as you had hoped"
disco,noun,"1. a club, party or event where people dance to recorded pop music 2. a type of music intended for dancing at discos, that was especially popular in the 1970s. It is influenced by soul music but has electronic instruments and a strong regular beat. "
discount,noun,an amount of money that is taken off the usual cost of something
dislike,noun,1. a feeling of not liking somebody/something 2. a thing that you do not like
dislike,verb,to not like somebody/something
diver,noun,"1. a person who swims underwater using special equipment, usually for their job 2. a person who jumps into the water with their head first and their arms in front of them, especially as a sport"
divide,verb,"1. to separate into parts; to make something separate into parts 2. to separate something into parts and give a share to each of a number of different people, etc."
doctor,noun,"1. a person who has been trained in medical science, whose job is to treat people who are ill or injured 2. a place where a doctor sees patients"
documentary,noun,a film or a radio or television programme giving facts about something
doll,noun,"1. a child’s toy in the shape of a person, especially a baby or a child 2. a kind person"
dolphin,noun,a sea animal (a mammal) that looks like a large fish with a pointed mouth. Dolphins are very intelligent and often friendly towards humans. There are several types of dolphin.
donate,verb,"1. to give money, food, clothes, etc. to somebody/something, especially a charity 2. to allow doctors to remove blood, a body organ, etc. in order to help somebody who needs it"
door,noun,"1. a piece of wood, glass, etc. that is opened and closed so that people can get in and out of a room, building, car, etc.; a similar thing in a cupboard 2. the space when a door is open"
door,adverb,"1. a piece of wood, glass, etc. that is opened and closed so that people can get in and out of a room, building, car, etc.; a similar thing in a cupboard 2. the space when a door is open"
double,adverb,1. twice as much or as many as usual 2. having or made of two things or parts that are equal or similar
doubt,noun,1. a feeling of being uncertain about something or not believing something 2. to be uncertain
doubt,verb,"1. to feel uncertain about something; to feel that something is not true, will probably not happen, etc. 2. to not trust somebody/something; to not believe somebody"
dressed,adjective,1. wearing clothes and not naked or wearing clothes for sleeping 2. wearing clothes of a particular type
drinking,noun,the act of drinking alcohol
driverless,adjective,that has the technology to drive itself without a person in control
drop,noun,1. a very small amount of liquid that forms a round shape 2. a small quantity of a liquid
drum,noun,1. a musical instrument made of a hollow round frame with plastic or skin stretched tightly across one or both ends. You play it by hitting it with sticks or with your hands. 2. a large container for oil or chemicals that is like a cylinder in shape
drummer,noun,1. a person who plays a drum or drums 2. to behave in a different way from other people; to have different attitudes or ideas
drunk,adjective,"1. having drunk so much alcohol that it is impossible to think or speak clearly 2. very excited, tired, etc. because of a particular emotion or situation"
due,adjective,1. caused by somebody/something; because of somebody/something 2. arranged or expected
dust,noun,"1. a fine powder that consists of very small pieces of sand, earth, etc. 2. the fine powder of dirt that forms in buildings, on furniture, floors, etc."
duty,noun,1. something that you feel you have to do because it is your moral or legal responsibility 2. the work that is your job
earring,noun,a piece of jewellery that you fasten in or on your ear
earthquake,noun,"a sudden, violent shaking of the earth’s surface"
eastern,adjective,1. located in the east or facing east 2. connected with the part of the world that is to the east of Europe
economic,adjective,"1. connected with the trade, industry and development of wealth of a country, an area or a society 2. producing enough profit to continue"
economy,noun,"1. the relationship between production, trade and the supply of money in a particular country or region 2. a country, when you are thinking about its economic system"
edge,noun,"1. the outside limit of an object, a surface or an area; the part furthest from the centre 2. the sharp part of a knife, blade or sword that is used for cutting"
editor,noun,"1. a person who is in charge of a newspaper, magazine, etc., or part of one, and who decides what should be included 2. a person who prepares a book or other written material to be published, for example by checking and correcting the text, making improvements, etc."
educate,verb,"1. to teach somebody over a period of time at a school, university, etc. 2. to teach somebody about something or how to do something"
educated,adjective,"1. having had the kind of education mentioned; having been to the school, college or university mentioned 2. having had a high standard of education; showing a high standard of education"
educational,adjective,1. connected with education 2. providing education
effective,adjective,"1. producing the result that is wanted or intended; producing a successful result 2. in reality, although not officially intended"
effectively,adverb,1. in a way that produces the intended result or a successful result 2. used when you are saying what the facts of a situation are
effort,noun,1. an attempt to do something especially when it is difficult to do 2. the physical or mental energy that you need to do something; something that takes a lot of energy
election,noun,"1. the process of choosing a person or a group of people for a position, especially a political position, by voting 2. the fact of having been chosen by election"
element,noun,1. a necessary or typical part of something; one of several parts that something contains 2. a small amount of a quality or feeling
elevator,noun,1. a machine that carries people or goods up and down to different levels in a building or a mine 2. a tall building used to store grain and that contains equipment to move it
embarrassed,adjective,"1. shy, uncomfortable or ashamed, especially in a social situation 2. not having any money; in a difficult financial situation"
embarrassing,adjective,"1. making you feel shy, uncomfortable or ashamed 2. causing somebody to look stupid, dishonest, etc."
emergency,noun,a sudden serious and dangerous event or situation that needs immediate action to deal with it
emotion,noun,"a strong feeling such as love, fear or anger; the part of a person’s character that consists of feelings"
employment,noun,"1. work, especially when it is done to earn money; the state of being employed 2. the situation in which people have work"
empty,verb,"1. to remove everything that is in a container, etc. 2. to become empty"
encourage,verb,"1. to give somebody support, courage or hope 2. to persuade somebody to do something by making it easier for them and making them believe it is a good thing to do"
endangered,adjective,"(used especially about groups of animals, plants, etc.) at risk of no longer existing "
enemy,noun,"1. a person who hates somebody or who acts or speaks against somebody/something 2. a country or group that you are fighting a war against; the soldiers, etc. of this country or group"
engaged,adjective,1. having agreed to marry somebody 2. busy doing something; involved with somebody/something in an active and interested way
engineering,noun,"1. the activity of applying scientific knowledge to the design, building and control of machines, roads, bridges, electrical equipment, etc. 2. the study of engineering as a subject"
entertain,verb,"1. to interest somebody or make somebody laugh in order to please them 2. to invite people to eat or drink with you as your guests, especially in your home"
entertainment,noun,"1. films, music, etc. used to entertain people; an example of this 2. the act of providing people with somebody to interest them or make them laugh"
entrance,noun,"a door, gate, passage, etc. used for entering a room, building or place"
entry,noun,1. an act of going into or getting into a place 2. the right or opportunity to enter a place
environmental,adjective,"1. connected with the natural conditions in which people, animals and plants live; connected with the environment 2. connected with the conditions that affect the behaviour and development of somebody/something"
episode,noun,"1. one part of a story that is broadcast on television or radio in several parts 2. an event, a situation, or a period of time in somebody’s life, a novel, etc. that is important or interesting in some way"
equal,verb,"1. to be the same in size, quantity, value, etc. as something else 2. to be as good as something else or do something to the same standard as somebody else"
equal,adjective,"1. the same in size, quantity, value, etc. as something else 2. having the same rights or being treated the same as other people, without differences such as race, religion or sex being considered"
equally,adverb,"1. to the same degree; in the same or in a similar way 2. in equal parts, amounts, etc."
escape,verb,1. to get away from a place where you have been kept as a prisoner or not allowed to leave 2. to get away from or avoid something unpleasant or dangerous
escape,noun,1. the act or a method of escaping from a place or an unpleasant or dangerous situation 2. a way of forgetting something unpleasant or difficult for a short time
essential,adjective,1. completely necessary; extremely important in a particular situation or for a particular activity  2. connected with the most important aspect or basic nature of somebody/something 
event,noun,"1. a thing that happens, especially something important 2. a planned public or social occasion"
eventually,adverb,at the end of a period of time or a series of events
examine,verb,"1. to consider or study an idea, a subject, etc. very carefully 2. to look at somebody/something closely, to see if there is anything wrong or to find the cause of a problem"
except,conjunction,used before you mention something that makes a statement not completely true
excerpt,noun,"a short piece of writing, music, film, etc. taken from a longer whole"
exchange,verb,1. to give something to somebody and at the same time receive the same type of thing from them 2. to change an amount of one currency for an equal value of another
exchange,noun,1. an act of giving something to somebody or doing something for somebody and receiving something in return 2. the process of changing an amount of one currency for an equal value of another
excitement,noun,1. the state of feeling or showing happiness and enthusiasm 2. something that you find exciting
exclamation,noun,"a short sound, word or phrase spoken suddenly to express an emotion. Oh!, Look out! and Ow! are exclamations."
exhausted,adjective,1. very tired 2. completely used or finished
exhibition,noun,"1. a collection of things, for example works of art, that are shown to the public 2. the act of showing something, for example works of art, to the public"
expand,verb,"1. to become greater in size, number or importance; to make something greater in size, number or importance 2. if a business expands or is expanded, new branches are opened, it makes more money, etc."
expected,adjective,that you think will happen
expedition,noun,"1. an organized journey with a particular purpose, especially to find out about a place that is not well known 2. the people who go on an expedition"
experience,verb,1. to have a particular situation affect you or happen to you 2. to have and be aware of a particular emotion or physical feeling
experienced,adjective,"1. having knowledge or skill in a particular job or activity 2. having knowledge as a result of doing something for a long time, or having had a lot of different experiences"
experiment,verb,"1. to do a scientific experiment or experiments 2. to try or test new ideas, methods, etc. to find out what effect they have"
explode,verb,"1. to burst (= break apart) or make something burst loudly and violently, causing damage 2. to suddenly become very angry or dangerous"
explore,verb,1. to travel to or around an area or a country in order to learn about it 2. to examine a subject or a possibility completely or carefully in order to find out more about it
explorer,noun,"a person who travels to places where few people have been before or places that are unknown to them, in order to find out more about them"
explosion,noun,"1. the sudden violent bursting and loud noise of something such as a bomb exploding; the act of deliberately causing something to explode 2. a large, sudden or rapid increase in the amount or number of something"
export,noun,1. the selling and transporting of goods to another country 2. a product that is sold to another country
export,verb,1. to sell and send goods to another country 2. to introduce an idea or activity to another country or area
express,noun,1. a fast train that does not stop at many places 2. a service for sending or transporting things quickly
extra,noun,"1. a thing that is added to something that is not usual, standard or necessary and that costs more 2. a person who is employed to play a very small part in a film, usually as a member of a crowd"
extra,adverb,"1. in addition; more than is usual, expected or exists already 2. more than usually"
face,verb,"1. to be opposite somebody/something; to have your face or front pointing towards somebody/something or in a particular direction 2. if you face a particular situation, or it faces you, you have to deal with it"
fair-haired,adjective,with light or blonde hair
fairly,adverb,1. to some extent but not very 2. in a fair and reasonable way; honestly
fake,noun,"1. an object such as a work of art, a coin or a piece of jewellery that is not what somebody claims it is but has been made to look as if it is 2. a person who pretends to be what they are not in order to cheat people"
familiar,adjective,1. well known to you; often seen or heard and therefore easy to recognize 2. knowing something very well
fancy,verb,1. to want something or want to do something 2. to be sexually attracted to somebody
fancy,adjective,"1. unusually complicated, often in an unnecessary way; intended to impress other people 2. with a lot of decorations or bright colours"
far,adjective,1. at a greater distance away from you 2. at the furthest point in a particular direction
far,adverb,1. a long distance away 2. used when you are asking or talking about the distance between two places or the distance that has been travelled or is to be travelled
farm,noun,"1. an area of land, and the buildings on it, used for growing crops and/or keeping animals 2. the main house on a farm, where the farmer lives"
farmland,noun,land that is used for farming
fascinating,adjective,extremely interesting and attractive
fashionable,adjective,"1. following a style that is popular at a particular time 2. used or visited by people following a current fashion, especially by rich people"
fasten,verb,1. to close or join together the two parts of something; to become closed or joined together 2. to close something so that it will not open; to be closed in this way
father-in-law,noun,the father of your husband or wife
favour,noun,1. a thing that you do to help somebody 2. approval or support for somebody/something
fear,verb,1. to be frightened of somebody/something or frightened of doing something 2. to feel that something bad might have happened or might happen in the future
feature,verb,1. to include a particular person or thing as a special feature 2. to have an important part in something
fence,noun,"1. a structure made of wood or wire supported with posts that is put between two areas of land as a boundary, or around a garden, field, etc. to keep animals in, or to keep people and animals out 2. a structure that horses must jump over in a race or a competition"
ferry,noun,"a boat or ship that carries people, vehicles and goods across a river or across a narrow part of the sea"
fighting,noun,1. the activity of being involved in a battle against an enemy 2. a physical struggle with somebody
file,noun,"1. a box or folded piece of card for keeping loose papers together and in order 2. a collection of information stored together in a computer, under a particular name"
film,noun,"1. a series of moving pictures recorded with sound that tells a story, watched at a cinema or on a television or other device 2. the art or business of making films"
financial,adjective,1. connected with money and finance 2. having money
fine,adjective,1. in good health 2. of high quality; good
fire,verb,"1. to shoot bullets, etc. from a gun or other weapon 2. to shoot bullets out"
first-class,adjective,"1. in the best group; of the highest standard 2. connected with the best and most expensive way of travelling on a train, plane or ship"
first-floor,adjective,1. on the level of a building that is above the ground level 2. on the floor of a building that is at the same level as the ground outside
fish,noun,"1. a creature that lives in water, breathes through gills, and uses fins and a tail for swimming 2. the soft part of fish that is eaten as food"
fishbowl,noun,a glass bowl for keeping fish in as pets
fitness,noun,1. the state of being physically healthy and strong 2. the state of being suitable or good enough for something
fixed,adjective,1. staying the same; not changing or able to be changed 2. held very strongly; not easily changed
fizzy,adjective,having bubbles of gas in it
flag,noun,"1. a piece of cloth with a special coloured design on it that may be the symbol of a particular country or organization, may be used to give a signal or may have a particular meaning. A flag can be attached to a pole (= a long thin straight piece of wood or metal) or held in the hand. 2. used to refer to a particular country or organization and its beliefs and values"
flat-screen,adjective,a type of television or computer monitor that is very thin when compared with the original type
flood,verb,"1. if a place floods or something floods it, it becomes filled or covered with water 2. to become so full that it spreads out onto the land around it"
flood,noun,1. a large amount of water covering an area that is usually dry 2. a very large number of things or people that appear at the same time
flour,noun,"1. a fine white or brown powder made from grain, especially wheat, and used in cooking for making bread, cakes, etc. 2. fine soft powder made from the seeds or roots of vegetables"
flow,verb,"1. to move steadily and continuously in one direction 2. to move or pass continuously from one place or person to another, especially in large numbers or amounts"
flow,noun,1. the steady and continuous movement of something/somebody in one direction 2. the continuous production or supply of something
fluent,adjective,"1. able to speak, read or write a language, especially a foreign language, easily and well 2. expressed easily and well"
fold,verb,"1. to bend something, especially paper or cloth, so that one part lies on top of another part 2. to bend something so that it becomes smaller or flatter and can be stored or carried more easily; to bend or be able to bend in this way"
folk,adjective,1. traditional and typical of the ordinary people of a country or community 2. based on the beliefs of ordinary people
folk,noun,1. people in general 2. a friendly way of addressing more than one person
following,noun,1. the thing or things that you will mention next; the person or people that you will mention next 2. a group of supporters
fool,verb,"1. to trick somebody into believing something that is not true 2. to say or do stupid or silly things, often in order to make people laugh"
footballer,noun,"a person who plays football, especially as a profession"
footballing,adjective,connected with the game of football (soccer)
force,verb,1. to make somebody do something that they do not want to do 2. to use physical strength to move somebody/something into a particular position
force,noun,"1. violent physical action used to obtain or achieve something 2. physical strength, especially as shown when something hits something else"
forecast,noun,"a statement about what will happen in the future, based on information that is available now"
forever,adverb,1. used to say that a particular situation or state will always exist 2. a very long time
fox,noun,"1. a wild animal of the dog family, with red-brown fur, a pointed face and a thick heavy tail 2. the skin and fur of the fox, used to make coats, etc."
frame,verb,1. to put or make a frame or border around something 2. to surround something/somebody in a way that makes an attractive image
frame,noun,"1. a strong border or structure of wood, metal, etc. that holds a picture, door, piece of glass, etc. in position 2. the supporting structure of a piece of furniture, a building, a vehicle, etc. that gives it its shape"
freeze,verb,"1. to become hard, and often turn to ice, as a result of extreme cold; to make something do this 2. if a pipe, lock or machine freezes, or something freezes it, it becomes blocked with frozen liquid and therefore cannot be used"
freezer,noun,a large piece of electrical equipment in which you can store food for a long time at a low temperature so that it stays frozen
freezing,adjective,1. extremely cold 2. having temperatures that are below 0° Celsius
frequently,adverb,often
friendly,adjective,1. behaving in a kind and pleasant way because you like somebody or want to help them 2. showing that somebody is kind; making you feel relaxed and as though you are among friends
friendship,noun,1. a relationship between friends 2. the feeling or relationship that friends have; the state of being friends
frighten,verb,1. to make somebody suddenly feel afraid 2. to frighten somebody very much
frightened,adjective,1. afraid; feeling fear 2. to be very easily frightened; to be very nervous
frightening,adjective,making you feel afraid
frozen,adjective,1. kept at a very low temperature in order to preserve it 2. extremely cold
fry,verb,1. to cook something in hot fat or oil; to be cooked in hot fat or oil 2. to be burnt by the sun
fuel,noun,"1. any material that produces heat or power, usually when it is burnt 2. a thing that is said or done that makes something, especially an argument, continue or get worse"
function,noun,1. a special activity or purpose of a person or thing 2. a social event or official ceremony
fur,noun,"1. the soft thick mass of hair that grows on the body of some animals 2. the skin of an animal with the fur still on it, used especially for making clothes"
further,adverb,1. at or to a greater distance 2. a longer way in the past or the future
future,noun,1. the time that will come after the present or the events that will happen then 2. what will happen to somebody/something at a later time
gadget,noun,a small tool or device that does something useful
garage,noun,1. a building for keeping one or more cars or other vehicles in 2. a place where vehicles are repaired and/or where you can buy a car or buy petrol and oil
gardener,noun,1. a person whose job is to work in a garden  2. a person who enjoys working in a garden
gardening,noun,"the activity of working in a garden, especially for pleasure"
garlic,noun,"a vegetable of the onion family with a very strong taste and smell, used in cooking to add taste to food "
gather,verb,"1. to come together, or bring people together, in one place to form a group 2. to bring things together that have been spread around"
generally,adverb,1. by or to most people 2. in most cases
generation,noun,"1. all the people who were born at about the same time 2. the average time in which children grow up, become adults and have children of their own, (usually considered to be about"
generous,adjective,1. giving or willing to give freely; given freely 2. more than is necessary; large
gentle,adjective,1. calm and kind; doing things in a quiet and careful way 2. not strong or extreme
gentleman,noun,"1. a man who is polite and well educated, who has excellent manners and always behaves well 2. used to address or refer to a man, especially somebody you do not know"
geographical,adjective,"1. connected with the way in which the physical features of a place are arranged 2. connected with the scientific study of the earth's surface, physical features, divisions, products, population, etc."
gerund,noun,"a noun in the form of the present participle of a verb (that is, ending in -ing) for example travelling in the sentence I preferred travelling alone."
ghost,noun,"1. the spirit of a dead person that a living person believes they can see or hear 2. the memory of something, especially something bad"
giant,adjective,very large; much larger or more important than similar things usually are
giant,noun,1. (in stories) a very large strong person who is often cruel and stupid 2. a person or thing that is unusually large
glad,adjective,1. pleased; happy 2. grateful for something
global,adjective,1. covering or affecting the whole world 2. considering or including all parts of something
glossary,noun,"a list of technical or special words, especially those in a particular text, explaining their meanings"
glove,noun,"1. a piece of clothing for the hand, made of wool, leather, etc. with separate parts for each finger and the thumb 2. to be the perfect size or shape for somebody"
go,noun,1. a person’s turn to move or play in a game or an activity 2. an attempt at doing something
goalkeeper,noun,a player whose job is to stop the ball from going into his or her own team’s goal
goat,noun,"1. an animal with horns and a coat of hair, that lives wild in mountain areas or is kept on farms for its milk or meat 2. an old man who you think is unpleasant and annoying in a sexual way"
golfer,noun,a person who plays golf
goods,noun,1. things that are produced to be sold 2. possessions that can be moved
google,verb,to type words into the search engine Google™ in order to find information about somebody/something
grad,noun,1. a person who has a university degree 2. a person who has completed their school studies
grade,noun,1. a mark given in an exam or for a piece of school work 2. (in the US school system) one of the levels in a school with children of similar age
graduate,noun,1. a person who has a university degree 2. a person who has completed their school studies
graduate,verb,"1. to get a degree, especially your first degree, from a university or college 2. to complete a course in education, especially at high school"
graduation,noun,"1. the act of successfully completing a university degree, or studies at an American high school 2. a ceremony at which degrees, etc. are officially given out"
graffiti,noun,"drawings or writing on a wall, etc. in a public place"
grain,noun,"1. the small hard seeds of food plants such as wheat, rice, etc.; a single seed of such a plant 2. a small hard piece of particular substances"
grammatical,adjective,1. connected with the rules of grammar 2. correctly following the rules of grammar
grape,noun,1. a small green or purple fruit that grows in bunches on a climbing plant (called a vine). Wine is made from grapes. 2. used to show that you think somebody is jealous and is pretending that something is not important
graph,noun,"a diagram consisting of a line or lines, showing how two or more sets of numbers are related to each other"
grassland,noun,a large area of open land covered with wild grass
grateful,adjective,"1. feeling or showing thanks because somebody has done something kind for you or has done as you asked 2. used to make a request, especially in a letter or in a formal situation"
green,noun,"1. the colour of grass and the leaves of most plants and trees 2. vegetables with dark green leaves, for example cabbage or spinach"
green,adjective,1. having the colour of grass or the leaves of most plants and trees 2. covered with grass or other plants
grey-haired,adjective,with grey hair
group,noun,1. a number of people or things that are together in the same place or that are connected in some way 2. a number of people who work or do something together or share particular beliefs
growing,adjective,"1. increasing in size, amount or degree 2. becoming bigger and taller and developing into an adult"
growth,noun,"1. the process in people, animals or plants of growing physically, mentally or emotionally 2. an increase in the size, amount or degree of something"
guard,verb,"1. to protect property, places or people from attack or danger 2. to prevent prisoners from escaping"
guard,noun,"1. a person, such as a soldier, a police officer or a prison officer, who protects a place or people, or prevents prisoners from escaping 2. the act or duty of protecting property, places or people from attack or danger; the act or duty of preventing prisoners from escaping"
guilty,adjective,1. feeling ashamed because you have done something that you know is wrong or have not done something that you should have done 2. having done something illegal; being responsible for something bad that has happened
gymnastics,noun,"physical exercises, often using special equipment, that develop and show the body’s strength and ability to move and bend easily, often done as a sport in competitions"
haircut,noun,1. the act of somebody cutting your hair 2. the style in which somebody’s hair is cut
hairdryer,noun,a small machine used for drying your hair by blowing hot air over it
hairstyle,noun,the style in which somebody’s hair is cut or arranged
half-time,noun,a short period between the two halves of a sports game during which the players rest
hamster,noun,"an animal like a large mouse, with large cheeks (= sides of the face) for storing food. Hamsters are often kept as pets."
hand,verb,"1. to pass or give something to somebody 2. to allow somebody to have something, sometimes too easily"
hang,verb,"1. to attach something, or to be attached, at the top so that the lower part is free or loose 2. when something hangs in a particular way, it falls in that way"
happiness,noun,1. the state of feeling or showing pleasure 2. the state of being satisfied that something is good or right
hardly,adverb,"1. almost no; almost not; almost none 2. used especially after ‘can’ or ‘could’ and before the main verb, to emphasize that it is difficult to do something"
hat,noun,"1. a piece of clothing made to fit the head, often with a brim (= a flat edge that sticks out), usually worn out of doors 2. a position or role, especially an official or professional role, when you have more than one such role"
hate,noun,1. a very strong feeling of dislike for somebody  2. a person or thing that you hate
he,adverb,"1. a male person or animal that has already been mentioned or is easily identified 2. a person, male or female, whose sex is not stated or known, especially when referring to somebody mentioned earlier or to a group in general"
head,verb,1. to move in a particular direction 2. to lead or be in charge of something
headline,noun,"1. the title of a news article printed in large letters, especially at the top of the front page on a newspaper or the home page on a news website 2. a short summary of the most important items of news, read at the beginning of a news programme on the radio or television"
headline,adjective,1. particularly important 2. used to describe the most important and popular performers at an entertainment event
heater,noun,a machine used for making air or water warmer
heating,noun,the process of supplying heat to a room or building; a system used to do this
heavily,adverb,1. to a great degree; in large amounts 2. with a lot of force or effort
helicopter,noun,an aircraft without wings that has large blades (= long flat parts) on top that go round. It can fly straight up from the ground and can also stay in one position in the air.
helper,noun,a person who helps somebody to do something
hi-tech,adjective,"1. using the most modern methods and machines, especially electronic ones 2. very modern in appearance; using modern materials"
high-tech,adjective,"1. using the most modern methods and machines, especially electronic ones 2. very modern in appearance; using modern materials"
highlight,verb,"1. to emphasize something, especially so that people give it more attention 2. to mark part of a text with a special coloured pen, or to mark an area on a computer screen, to emphasize it or make it easier to see"
highlight,noun,"1. the best, most interesting or most exciting part of something 2. areas of hair that are lighter than the rest, usually because a chemical substance has been put on them"
highly,adverb,"1. very 2. at or to a high standard, level or amount"
hire,verb,1. to give somebody a job 2. to employ somebody for a short time to do a particular job
historic,adjective,1. important in history; likely to be thought of as important at some time in the future 2. of a period during which history was recorded
historical,adjective,1. connected with the past 2. connected with the study of history
historically,adverb,1. in a way that is connected with the past 2. in a way that is connected with the study of history
history,noun,"1. all the events that happened in the past 2. the past events connected with the development of a particular place, subject, etc."
holder,noun,1. a person who has or owns the thing mentioned 2. a thing that holds the object mentioned
honest,adjective,"1. always telling the truth, and never stealing or cheating 2. not hiding the truth about something"
honey,noun,"1. a sweet, sticky yellow-brown substance made by bees that is spread on bread, etc. like jam 2. a way of addressing somebody that you like or love"
horrible,adjective,1. very bad or unpleasant; used to describe something that you do not like 2. making you feel very shocked and frightened
horror,noun,1. a feeling of great shock or fear 2. a very unpleasant or frightening experience
host,noun,"1. a person who invites guests to a meal, a party, etc. or who has people staying at their house 2. a country, a city or an organization that holds and arranges a special event"
hostel,noun,"1. a building that provides cheap accommodation and sometimes meals to students, workers or travellers 2. a building, usually run by a charity, where people who have no home can stay for a short time"
hot,adjective,1. having a high temperature; producing heat 2. feeling heat in an unpleasant or uncomfortable way
hour,noun,"1. 60 minutes; one of the 24 parts that a day is divided into 2. a period of about an hour, used for a particular purpose"
house,noun,"1. a building for people to live in, usually for one family 2. all the people living in a house"
housewife,noun,"a woman who stays at home to cook, clean, take care of the children, etc. while her husband or partner goes out to work"
hunt,verb,"1. to go after wild animals in order to catch or kill them for food, sport or to make money 2. to look for something that is difficult to find"
hurricane,noun,"a violent storm with very strong winds, especially in the western Atlantic Ocean"
hurry,noun,1. the need or wish to get something done quickly 2. very quickly or more quickly than usual
hurry,verb,1. to move or act quickly because there is not much time 2. to move quickly in a particular direction
iPod,noun,"a brand of MP3 player that can store information taken from the internet and that you carry with you, for example so that you can listen to music"
ice-skate,verb,to skate on ice
identity,noun,"1. who or what somebody/something is 2. the characteristics, feelings or beliefs that make people different from others"
if,conjunction,"1. used to say that one thing can, will or might happen or be true, depending on another thing happening or being true 2. when; whenever; every time"
ignore,verb,1. to pay no attention to something 2. to pretend that you have not seen somebody or that somebody is not there
illegal,adjective,not allowed by the law
illegally,adverb,in a way that is not allowed by the law
imaginary,adjective,existing only in your mind or imagination
imagine,verb,1. to form a picture in your mind of what something might be like 2. to believe something that is not true
immediate,adjective,1. happening or done without delay 2. existing now and needing attention quickly
immigrant,noun,a person who has come to live permanently in a different country from the one they were born in
impact,noun,1. the powerful effect that something has on somebody/something 2. the act of one object hitting another; the force with which this happens
impact,verb,1. to have an effect on somebody/something 2. to hit something with great force
imperative,adjective,1. very important and needing immediate attention or action  2. expressing authority
imperative,noun,1. a thing that is very important and needs immediate attention or action; a factor that makes something necessary 2. the form of a verb that expresses an order; a verb in this form
import,verb,"1. to bring a product, a service, an idea, etc. into one country from another 2. to get data from another program, changing its form so that the program you are using can read it"
