english,tag,definition
designate,verb,1. to say officially that somebody/something has a particular character or name; to describe somebody/something in a particular way 2. to choose or name somebody for a particular job or position 3. to show something using a particular mark or sign
desist,verb,to stop doing something
despicable,adjective,very unpleasant or evil
despotism,noun,the rule of a despot
destitute,adjective,"1. without money, food and the other things necessary for life 2. people who are destitute 3. not having something"
desultory,adjective,"going from one thing to another, without a definite plan and without enthusiasm"
deter,verb,"to make somebody decide not to do something or continue doing something, especially by making them understand the difficulties and unpleasant results of their actions"
determinate,adjective,fixed and definite
deterrent,adjective,making somebody less likely to do something
detract,verb,
detriment,noun,1. the act of causing harm or damage; something that causes harm or damage 2. resulting in harm or damage to somebody/something 3. not resulting in harm or damage to somebody/something
deviate,verb,to be different from something; to do something in a different way from what is usual or expected
devise,verb,to invent something new or a new way of doing something
dexterity,noun,skill in using your hands or your mind
diabolic,adjective,"extremely evil, very unpleasant, bad, or annoying"
diacritical,adjective,"used to describe marks such as accents, placed over, under or through a letter in some languages, to show that the letter should be pronounced in a different way from the same letter without a mark"
diaphanous,adjective,so light and fine that you can almost see through it
diatomic,adjective,consisting of two atoms
diatribe,noun,a long and angry speech or piece of writing attacking and criticizing somebody/something
dictum,noun,a statement that expresses something that people believe is always true or should be followed
didactic,adjective,"1. designed to teach people something, especially a moral lesson 2. telling people things rather than letting them find out for themselves"
differential,adjective,showing or depending on a difference; not equal
differentiate,verb,1. to recognize or show that two things are not the same 2. to be the particular thing that shows that things or people are not the same
diffusion,noun,1. the act of spreading something widely in all directions; the fact of being spread in all directions 2. the act of slowly mixing a gas or liquid in a substance; the process in which this happens  3. the act of making a light shine less brightly by spreading it in many directions
dignitary,noun,a person who has an important official position
digraph,noun,"a combination of two letters representing one sound, for example ‘ph’ and ‘sh’ in English"
digress,verb,to start to talk about something that is not connected with the main point of what you are saying
dilate,verb,"to become larger, wider or more open; to make a part of the body larger, wide or more open"
dilatory,adjective,not acting quickly enough; causing delay
dilettante,noun,a person who does or studies something but is not serious about it and does not have much knowledge
diligence,noun,careful work or great effort
dilute,verb,1. to make a liquid weaker by adding water or another liquid to it 2. to make something weaker or less effective
diminution,noun,1. the act of reducing something or of being reduced 2. a reduction; an amount reduced
dimly,adverb,not very brightly or clearly
disallow,verb,to officially refuse to accept something because it has not been done in the correct way
disapprove,verb,"1. to think that somebody/something is not good or suitable; to not approve of somebody/something 2. to officially refuse to agree to a plan, request, etc."
disarrange,verb,to make something untidy
disavow,verb,to state publicly that you have no knowledge of something or that you are not responsible for something/somebody
disavowal,noun,the act of stating publicly that you have no knowledge of something or that you are not responsible for something/somebody
disburse,verb,to pay money to somebody from a large amount that has been collected for a purpose
discard,verb,1. to get rid of something that you no longer want or need 2. to get rid of a card that you do not want
discernible,adjective,"1. that can be recognized or understood 2. that can be seen or heard, but not very clearly"
disclaim,verb,"1. to state publicly that you have no knowledge of something, or that you are not responsible for something 2. to give up your right to something, such as property or a title"
discolor,verb,to change in color especially in a bad way
discredit,verb,1. to make people stop respecting somebody/something 2. to make people stop believing that something is true; to make something appear unlikely to be true
discursive,adjective,moving from one point to another without any strict structure
disfavor,noun,"a feeling of disapproval or dislike, the condition of being disapproved of or disliked"
disfigure,verb,"to damage the appearance of a person, thing or place"
dishabille,noun,the state of wearing no clothes or very few clothes
disillusion,verb,to destroy somebody’s belief in or good opinion of somebody/something
disinfectant,noun,"a substance that kills bacteria, used for cleaning"
disinherit,verb,"to prevent somebody, especially a member of your family, from receiving your money or property after your death"
disjunctive,adjective,showing choice or opposition
dismount,verb,"to get off a horse, bicycle or motorcycle"
disobedience,noun,the act of failing or refusing to obey
disparage,verb,to suggest that somebody/something is not important or valuable
disparity,noun,"a difference, especially one connected with unfair treatment"
dispel,verb,"to make something, especially a feeling or belief, go away or disappear"
disqualify,verb,1. to stop somebody from doing something because they have broken a rule 2. to make somebody unsuitable for an activity or position
disquiet,verb,feelings of worry and unhappiness about something
disregard,verb,to not consider something; to treat something as unimportant
disreputable,adjective,"that people do not respect or trust; considered to be bad, dangerous or dishonest"
disrepute,noun,the fact that somebody/something loses the respect of other people
disrobe,verb,to take off your or somebody else’s clothes; to take off clothes worn for an official ceremony
dissatisfy,verb,to fail to make (someone) happy or pleased
dissection,noun,"1. the act of cutting up a dead person, animal or plant in order to study it 2. the act of studying something closely and/or discussing it in great detail"
dissemble,verb,"to hide your real feelings or intentions, often by pretending to have different ones"
disseminate,verb,"to spread information, knowledge, etc. so that it reaches many people"
disservice,noun,to do something that harms somebody and the opinion that other people have of them
dissimilar,adjective,not the same
dissipate,verb,"1. to gradually become or make something become weaker until it disappears 2. to waste something, such as time or money, especially by not planning the best way of using it"
dissipation,noun,1. the process of disappearing or of making something disappear 2. the act of wasting money or spending money until there is none left 3. behaviour that is fun but has a harmful effect on you
distemper,noun,"1. a disease of animals, especially dogs, that causes a high temperature and coughing (= forcing air through the throat suddenly and noisily) 2. a type of paint that is mixed with glue (= a sticky substance) and used on walls"
distend,verb,to swell (= become larger and rounder than before) or make something swell because of pressure from inside
distill,verb,"to make (a liquid) pure by heating it until it becomes a gas and then cooling it until it is a liquid again : to purify (a liquid) by distillation, to make (a strong alcoholic drink) by using this process, to take the most important parts of something and put them in a different and usually improved form"
distillation,noun,"1. the process of distilling a liquid; the process of making strong alcoholic drink in this way 2. the process or result of getting the essential meaning, ideas or information from something"
distiller,noun,a person or company that produces spirits (= strong alcoholic drinks) such as whisky by distilling them
distinction,noun,1. a clear difference or contrast especially between people or things that are similar or related 2. the act of separating people or things into different groups
distort,verb,"1. to change the shape, appearance or sound of something so that it is strange or not clear 2. to change facts, ideas, etc. so that they are no longer correct or true"
distraught,adjective,extremely upset and anxious so that you cannot think clearly
distrust,noun,a feeling of not being able to trust somebody/something
divert,verb,"1. to make somebody/something change direction 2. to use money, materials, etc. for a different purpose from their original purpose"
divest,verb,1. to remove clothes 2. to get rid of something 3. to take something away from somebody/something
divination,noun,the act of finding out and saying what will happen in the future
divinity,noun,1. the quality of being a god or like God or a god 2. a god or goddess 3. the study of the nature of God and religious belief
divulge,verb,to give somebody information that is supposed to be secret
docile,adjective,quiet and easy to control
docket,noun,"1. a document or label that shows what is in a package, which goods have been delivered, which jobs have been done, etc. 2. a list of cases to be dealt with in a particular court 3. a list of items to be discussed at a meeting"
dolorous,adjective,feeling or showing that you are very sad
domesticity,noun,"life at home with your family, taking care of the house, etc."
domicile,noun,"1. the country that a person treats as their permanent home, or lives in and has a strong connection with 2. a person's home 3. the place where a company is registered for tax purposes"
dominance,noun,"1. the fact of being more important, powerful or easy to notice than somebody/something else 2. the fact of being dominant"
domination,noun,"1. control or power over somebody/something, especially in an unpleasant way 2. the fact of being the most important or common feature of something 3. the fact of playing much better than your opponent in a game"
dormant,adjective,not active or growing now but able to become active or to grow in the future
doublet,noun,"a short, tightly fitting jacket worn by men from the fourteenth to the seventeenth century"
doubly,adverb,1. more than usual 2. in two ways; for two reasons
drachma,noun,the former unit of money in Greece (replaced in 2002 by the euro)
dragnet,noun,"1. a net that is pulled through water to catch fish, or along the ground to catch animals 2. a careful and complete search, especially for a criminal"
drainage,noun,1. the process by which water or liquid waste is drained from an area 2. a system of drains
drastic,adjective,"extreme in a way that has a sudden, serious or violent effect on something"
drudgery,noun,hard boring work
dwindle,verb,to become gradually less or smaller
dyne,noun,a unit of force
earnest,adjective,1. very serious and sincere 2. more seriously and with more force or effort than before 3. very serious and sincere about what you are saying and about your intentions; in a way that shows that you are serious
earthenware,noun,an object or objects made of very hard baked clay
eatable,adjective,good enough to be eaten
eccentric,adjective,considered by other people to be strange or unusual
eccentricity,noun,1. behaviour that people think is strange or unusual; the quality of being unusual and different from other people 2. an unusual act or habit
economize,verb,"to use less money, time, etc. than you normally use"
edible,adjective,fit or suitable to be eaten; not poisonous
edict,noun,an official order or statement given by somebody in authority
edify,verb,to improve people’s minds or characters by teaching them about something
efface,verb,1. to make something disappear; to remove something 2. to not attract attention to yourself; to make yourself seem unimportant
effeminacy,noun,"the quality in a man or boy of looking, behaving or sounding like a woman or a girl"
effeminate,adjective,"looking, behaving or sounding like a woman or girl"
effete,adjective,"1. with manners and interests that other people consider silly, unimportant and not sincere 2. weak; without the power that it once had 3. behaving in a way that is regarded as weak or typical of a woman"
efficacy,noun,the ability of something to produce the results that are wanted
efficiency,noun,1. the quality of doing something well with no waste of time or money 2. ways of wasting less time and money or of saving time or money
efflorescence,noun,"1. the most developed stage of something 2. the powder that appears on the surface of bricks, rocks, etc. when water evaporates"
effulgence,noun,the quality of shining brightly
effusion,noun,"1. something, especially a liquid or gas, that flows out of somebody/something; the act of flowing out 2. the expression of feelings in an exaggerated way; feelings that are expressed in this way"
egoist,noun,a person who thinks that they are better than other people and who thinks and talks too much about themselves
egotism,noun,"the feeling or belief that you are better, more important, more talented, etc., than other people : conceit"
egotist,noun,"the feeling or belief that you are better, more important, more talented, etc., than other people : conceit"
egregious,adjective,extremely bad
egress,noun,the act of leaving a place
eject,verb,1. to force somebody to leave a place or position 2. to push something out suddenly and with a lot of force
elasticity,noun,the quality that something has of being able to stretch and return to its original size and shape (= of being elastic)
electrolysis,noun,"1. the destruction of the roots of hairs by means of an electric current, as a beauty treatment 2. the process of separating a liquid (or electrolyte) into its chemical parts by passing an electric current through it"
elicit,verb,"to get information or a reaction from somebody, often with difficulty"
eligible,adjective,"1. a person who is eligible for something or to do something, is able to have or do it because they have the right qualifications, are the right age, etc. 2. an eligible young man or woman is thought to be a good choice as a husband/wife, usually because they are rich or attractive"
elizabethan,adjective,connected with the time when Queen Elizabeth I was queen of England (1558–1603)
elocution,noun,"the ability to speak clearly and correctly, especially in public and pronouncing the words in a way that is considered to be socially acceptable"
elucidate,verb,to make something clearer by explaining it more fully
emanate,verb,to produce or show something
emancipate,verb,"to free somebody, especially from legal, political or social controls that limit what they can do"
embarrass,verb,"1. to make somebody feel shy, uncomfortable or ashamed, especially in a social situation 2. to cause problems or difficulties for somebody"
embellish,verb,1. to make something more beautiful by adding decoration to it 2. to make a story more interesting by adding details that are not always true
emblazon,verb,"to decorate something with a design, a symbol or words so that people will notice it easily"
emblem,noun,1. a design or picture that represents a country or an organization 2. something that represents a perfect example or a principle
embody,verb,1. to express or represent an idea or a quality 2. to include or contain something
embolden,verb,1. to make somebody feel braver or more confident 2. to make a piece of text appear in bold print
embolism,noun,a condition in which a blood clot or air bubble blocks an artery in the body
emergence,noun,1. the fact of somebody/something moving out of or away from something and becoming possible to see 2. the fact of starting to exist or becoming known for the first time
emergent,adjective,new and still developing
emeritus,adjective,"used before or after a title to show that a person, usually a university teacher, keeps the title as an honour, although he or she has stopped working"
emigrant,noun,a person who leaves their country to live permanently in another
eminence,noun,"1. the quality of being famous and respected, especially in a profession 2. a title used in speaking to or about a cardinal (= a priest of the highest rank in the Roman Catholic Church) 3. an area of high ground"
eminent,adjective,"1. famous and respected, especially in a particular profession 2. unusual; excellent"
emphatic,adjective,"1. an emphatic statement, answer, etc. is given with force to show that it is important 2. making it very clear what you mean by speaking with force 3. an emphatic victory, win, or defeat is one in which one team or player wins by a large amount"
emporium,noun,1. a large shop 2. a shop that sells a particular type of goods
empower,verb,1. to give somebody the power or authority to do something 2. to give somebody more control over their own life or the situation they are in
emulate,verb,"1. to try to do something as well as somebody else because you admire them 2. to work in the same way as another computer, etc. and perform the same tasks"
enamor,verb,to cause (someone) to be loved or admired—usually used in negative statements—usually + to
encamp,verb,"if a group of people encamp or are encamped somewhere, they set up a camp or have set up a camp there"
encomium,noun,a speech or piece of writing that praises somebody or something highly
encompass,verb,1. to include a large number or range of things 2. to surround or cover something completely
encroach,verb,"1. to begin to affect or use up too much of somebody’s time, rights, personal life, etc. 2. to slowly begin to cover more and more of an area"
encumber,verb,1. to make it difficult for somebody to do something or for something to happen 2. to be large and/or heavy and make it difficult for somebody to move
encyclical,adjective,an official letter written by the Pope and sent to all Roman Catholic bishops
encyclopedia,noun,"a book or set of books giving information about all areas of knowledge or about different areas of one particular subject, usually arranged in alphabetical order; a similar collection of information in digital form"
endanger,verb,to put somebody/something in a situation in which they could be harmed or damaged
endear,verb,
endemic,adjective,regularly found in a particular place or among a particular group of people and difficult to get rid of
endurable,adjective,"that can be experienced or dealt with, especially without complaining"
endurance,noun,the ability to continue doing something painful or difficult for a long period of time without giving up
enervate,verb,to make somebody feel weak and tired
enfeeble,verb,to make somebody/something weak
engender,verb,to make a feeling or situation exist
engrave,verb,"1. to cut words or designs on wood, stone, metal, etc. 2. to be something that you will never forget because it affected you so strongly"
engross,verb,"if something engrosses you, it is so interesting that you give it all your attention and time"
enigma,noun,"a person, thing or situation that is mysterious and difficult to understand"
enlighten,verb,to give somebody information so that they understand something better
enmity,noun,feelings of hate towards somebody
ennoble,verb,1. to make somebody a member of the nobility 2. to give somebody/something a better moral character
enormity,noun,"1. the very great size, effect, etc. of something; the fact of something being very serious 2. a very serious crime"
enrapture,verb,to give somebody great pleasure or joy
enshrine,verb,"to make a law, right, etc. respected or official, especially by stating it in an important written document"
ensnare,verb,to make somebody/something unable to escape from a difficult situation or from a person who wants to control them
entail,verb,to involve something that cannot be avoided
entangle,verb,1. to make somebody/something become caught or twisted in something 2. to involve somebody in a difficult or complicated situation
enthrall,verb,"to hold the attention of (someone) by being very exciting, interesting, or beautiful —often used as (be) enthralled"
enthrone,verb,"when a king, queen or important member of a Church is enthroned, they sit on a throne (= a special chair) in a ceremony to mark the beginning of their rule"
entirety,noun,"1. the whole of something 2. as a whole, rather than in parts"
entomology,noun,the scientific study of insects
entrails,noun,"the organs inside the body of a person or an animal, especially their intestines"
entreaty,noun,a serious and often emotional request
entree,noun,1. the main dish of a meal 2. a dish served between the first and main courses at a formal dinner 3. the right or ability to enter a social group or institution
entrench,verb,to establish something very strongly so that it is very difficult to change
entwine,verb,1. to twist or wind something around something else 2. to be very closely involved or connected with something
enumerate,verb,to name things on a list one by one
epicure,noun,a person who enjoys food and drink of high quality and knows a lot about it
epicurean,adjective,"taking great pleasure in things, especially food and drink, and enjoying yourself"
epitome,noun,a perfect example of something
equanimity,noun,"a calm state of mind that means that you do not become angry or upset, especially in difficult situations"
equitable,adjective,fair and reasonable; treating everyone in an equal way
equivocal,adjective,1. not having one clear or definite meaning or intention; able to be understood in more than one way  2. difficult to understand or explain clearly or easily
equivocate,verb,to talk about something in a way that is deliberately not clear in order to avoid or hide the truth
eradicate,verb,"to destroy or get rid of something completely, especially something bad"
errant,adjective,1. doing something that is wrong; not behaving in an acceptable way 2. not sexually faithful
erratic,adjective,not happening at regular times; not following any plan or regular pattern; that you cannot rely on
erroneous,adjective,not correct; based on wrong information
erudite,adjective,having or showing great knowledge that is gained from academic study
erudition,noun,great academic knowledge
eschew,verb,to deliberately avoid or keep away from something
espy,verb,to see somebody/something suddenly
esquire,noun,"a magazine aimed at men aged between about 20 and 40, published every month. It contains articles on topics such as sport, fashion, the arts and business, and also pictures of attractive women. It has published work by writers such as Ernest Hemingway, F Scott Fitzgerald, Tom Wolfe and Norman Mailer. It began in the US in 1933 and one of its best-known features was the series of drawings of women done by Alberto Vargas (1896-1983), called the Vargas Girls. It has been published in Britain since 1991."
essence,noun,"1. the most important quality or feature of something, that makes it what it is 2. a liquid taken from a plant, etc. that contains its smell and taste in a very strong form 3. necessary and very important"
esthetic,adjective,1. connected with beauty and art and the understanding of beautiful things 2. made in an artistic way and beautiful to look at
estimable,adjective,deserving respect and approval
estrange,verb,"to cause someone to be no longer friendly or close to another person or group—usually + from —often used as (be) estranged, to cause someone to be no longer involved or connected with something—usually + from"
eugenic,adjective,connected with eugenics
eulogize,verb,to praise somebody/something very highly
eulogy,noun,1. a speech or piece of writing praising somebody/something very much 2. a speech given at a funeral praising the person who has died
euphonious,adjective,pleasant to listen to
euphony,noun,the quality in words or sounds of being pleasant to listen to
evade,verb,"1. to escape from somebody/something or avoid meeting somebody 2. to find a way of not doing something, especially something that legally or morally you should do"
evanescent,adjective,disappearing quickly from sight or memory
evasion,noun,1. the act of avoiding somebody or of avoiding something that you are supposed to do 2. a statement that somebody makes that avoids dealing with something or talking about something honestly and directly
evidential,adjective,providing or connected with evidence
evince,verb,to show clearly that you have a feeling or quality
evoke,verb,"to bring a feeling, a memory or an image into your mind"
exaggerate,verb,"to make something seem larger, better, worse or more important than it really is"
exasperate,verb,to annoy somebody very much
excellence,noun,the quality of being extremely good
excellency,noun,"a title used when talking to or about somebody who has a very important official position, especially an ambassador"
excess,noun,"1. more than is necessary, reasonable or acceptable 2. an amount by which something is larger than something else"
excrescence,noun,"an ugly part that has grown on a part of an animal’s body or on a plant, caused by disease or abnormality"
excretion,noun,the act of passing solid or liquid waste matter from the body; the solid or liquid waste matter that is passed in this way
excusable,adjective,that can be excused
execrable,adjective,very bad
executor,noun,"1. a person, bank, etc. that is chosen by somebody who is making their will to follow the instructions in it 2. a person who produces something or causes it to come into use"
exegesis,noun,"the detailed explanation of a piece of writing, especially religious writing"
exemplar,noun,a person or thing that is a good or typical example of something
exemplary,adjective,1. providing a good example for people to copy 2. severe; used especially as a warning to others 3. typical of its kind; illustrating a general rule
exemplify,verb,1. to be a typical example of something 2. to give an example in order to make something clearer
exempt,adjective,"if somebody/something is exempt from something, they are not affected by it, do not have to do it, pay it, etc."
exert,verb,1. to use power or influence to affect somebody/something 2. to make a big physical or mental effort
exhale,verb,"to breathe out the air or smoke, etc. in your lungs"
exhaustive,adjective,including everything possible; very careful or complete
exhume,verb,to remove a dead body from the ground especially in order to examine how the person died
exigency,noun,a need or demand that you must deal with immediately
exigent,adjective,"requiring immediate attention : needing to be dealt with immediately, expecting much time, attention, effort, etc., from other people : demanding"
exodus,noun,a situation in which many people leave a place at the same time
exonerate,verb,to officially state that somebody is not responsible for something that they have been blamed for
exorbitant,adjective,much too high
expanse,noun,"a wide and open area of something, especially land or water"
expatriate,verb,a person living in a country that is not their own
expectancy,noun,"the state of expecting or hoping that something, especially something good or exciting, will happen"
expectorate,verb,to cough and make phlegm (= a thick substance) come up from your lungs into your mouth so you can spit it out
expediency,noun,"the fact that an action is useful or necessary for a particular purpose, although it may not be fair or right"
expedient,adjective,"useful or necessary for a particular purpose, but not always fair or right"
expedite,verb,to make a process happen more quickly
expeditious,adjective,"that works well without wasting time, money, etc."
expend,verb,"to use or spend a lot of time, money, energy, etc."
expiate,verb,to accept punishment for something that you have done wrong in order to show that you are sorry
explicate,verb,to explain an idea or a work of literature in a lot of detail
explicit,adjective,"1. clear and easy to understand, so that you have no doubt what is meant 2. saying something clearly, exactly and openly 3. describing or showing something, especially sexual activity, with a lot of detail"
exposition,noun,"1. a full explanation of a theory, plan, etc. 2. an event at which people, businesses, etc. show and sell their goods; a trade fair"
expository,adjective,intended to explain or describe something
expressive,adjective,1. showing or able to show your thoughts and feelings 2. showing something; existing as an expression of something
extant,adjective,still in existence
extemporaneous,adjective,spoken or done without planning or preparation
extempore,adverb,without any previous thought or preparation
extinguish,verb,1. to make a fire stop burning or a light stop shining 2. to destroy something
extol,verb,to praise somebody/something very much
extort,verb,to make somebody give you something by threatening them
extortion,noun,the crime of making somebody give you something by threatening them
extrajudicial,adjective,happening outside the normal power of the law
extraneous,adjective,not directly connected with the particular situation you are in or the subject you are dealing with
extravagance,noun,"1. the act or habit of spending more money than you can afford or than is necessary 2. something that you buy although it costs a lot of money, perhaps more than you can afford or than is necessary 3. something that is impressive or likely to attract attention because it is unusual or extreme"
extremity,noun,"1. the furthest point, end or limit of something 2. the degree to which a situation, a feeling, an action, etc. is extreme, difficult or unusual 3. the parts of your body that are furthest from the centre, especially your hands and feet"
extricate,verb,1. to escape or enable somebody to escape from a difficult situation 2. to free somebody/something or yourself from a place where they/it or you have been stuck and unable to move
extrude,verb,1. to force or push something out of something; to be forced or pushed in this way 2. to shape metal or plastic by forcing it through a hole
exuberance,noun,"the quality of being full of energy, excitement and happiness"
fabricate,verb,"1. to invent false information in order to trick people 2. to make or produce goods, equipment, etc. from various different materials"
facet,noun,1. a particular part or aspect of something 2. one of the flat sides of a jewel
facetious,adjective,"trying to appear funny and clever at a time when other people do not think it is appropriate, and when it would be better to be serious"
facial,adjective,connected with a person’s face; on a person’s face
facile,adjective,1. produced without effort or careful thought 2. obtained too easily and having little value
facilitate,verb,to make an action or a process possible or easier
facsimile,noun,1. an exact copy of something 2. fax (= a machine or system for sending documents in an electronic form along phone wires and then printing them; a document sent and printed in this way)
fallacious,adjective,wrong; based on a false idea
fallacy,noun,1. a false idea that many people believe is true 2. a false way of thinking about something
fallible,adjective,able to make mistakes or be wrong
fancier,noun,"a person who has a special interest in something, especially somebody who keeps a particular type of bird or animal"
fastidious,adjective,1. being careful that every detail of something is correct 2. not liking things to be dirty or untidy
fathom,noun,"a unit for measuring the depth of water, equal to 6 feet or 1.8 metres"
fatuous,adjective,stupid
faulty,adjective,"1. not perfect; not working or made correctly 2. wrong or containing mistakes, often resulting in bad decisions"
faun,noun,"(in ancient Roman stories) a god of the woods, with a man’s face and body and a goat's legs and horns"
fealty,noun,"a promise to be loyal to somebody and show them your support, especially a king or queen"
federate,verb,to join together under a central government or organization while keeping some local control
feint,noun,(especially in sport) a movement that is intended to make your opponent think you are going to do one thing when you are really going to do something else
felonious,adjective,relating to or involved in crime
ferocious,adjective,very aggressive or violent; very strong
ferocity,noun,violence; aggressive behaviour
fervent,adjective,having or showing very strong and sincere feelings about something
fervid,adjective,feeling something too strongly; showing feelings that are too strong
fervor,noun,a strong feeling of excitement and enthusiasm
festive,adjective,1. typical of a special event or celebration 2. connected with the period when people celebrate Christmas
fete,noun,"1. an outdoor entertainment at which people can play games to win prizes, buy food and drink, etc., usually arranged to make money for a special purpose 2. a special occasion held to celebrate something"
fictitious,adjective,invented by somebody rather than true
fidelity,noun,"1. the quality of being loyal to somebody/something 2. the quality of being faithful to your husband, wife or partner by not having a sexual relationship with anyone else 3. the quality of being accurate"
fief,noun,"1. an area of land, especially a rented area for which the payment is work, not money 2. an area or a situation in which somebody has control or influence"
filibuster,noun,a long speech made in a parliament in order to delay or prevent a vote
finale,noun,1. the last part of a show or a piece of music 2. an ending to something of the type mentioned
finality,noun,the fact of being final and impossible to change; something that is final and impossible to change
finesse,noun,"1. great skill in dealing with people or situations, especially in a light and careful way 2. great skill and style in doing something"
finite,adjective,"1. having a definite limit or fixed size 2. a finite verb form or clause shows a particular tense, person and number"
fissure,noun,"a long deep opening in something, especially in rock or in the earth"
fitful,adjective,happening only for short periods; not continuous or regular
flagrant,adjective,"that shocks you because it is done in a very obvious way and shows no respect for people, laws, etc."
flection,noun,"the action of bending something, especially an arm, a leg, etc."
fledgling,noun,"1. a young bird that has just learnt to fly 2. a person, an organization or a system that is new and without experience"
flimsy,adjective,1. badly made and not strong enough for the purpose for which it is used 2. thin and easily torn 3. difficult to believe
flippant,adjective,showing that you do not take something as seriously as other people think you should
floe,noun,"a large area of ice, floating on the sea"
floral,adjective,1. consisting of pictures of flowers; decorated with pictures of flowers 2. made of flowers
florid,adjective,"1. naturally fairly red in colour (not just because the person is hot, angry, etc.) 2. having too much decoration or detail"
flue,noun,"a pipe or tube that takes smoke, gas or hot air away from a fire, a heater or an oven"
flux,noun,1. continuous movement and change 2. a flow; an act of flowing
foible,noun,a silly habit or a strange or weak aspect of a person’s character that is not considered serious by other people
foist,verb,to force someone to accept (something that is not good or not wanted)—usually + on or upon
folk-lore,noun,"traditional customs, beliefs, stories, and sayings, ideas or stories that are not true but that many people have heard or read"
fondle,verb,"to touch and move your hand gently over somebody/something, especially in a sexual way, or in order to show love"
foolery,noun,foolish or silly behavior
foot-note,noun,"a note with added information that is placed below the text on a printed page, someone or something that is remembered or regarded as a minor or unimportant part of an event, work, etc."
foppish,adjective,too interested in his clothes and the way he looks
forbearance,noun,"the quality of being patient and kind towards other people, especially when they have done something wrong"
forcible,adjective,involving the use of physical force
forego,verb,to decide not to have or do something that you would like to have or do
foreigner,noun,1. a person who comes from a different country 2. a person who does not belong in a particular place
foreknowledge,noun,knowledge of something before it happens
foresee,verb,to think something is going to happen in the future; to know about something before it happens
foresight,noun,the ability to predict what is likely to happen and to use this to prepare for the future
foretell,verb,"to know or say what will happen in the future, especially by using magic powers"
forethought,noun,1. careful thought to make sure that things are successful in the future 2. with the deliberate intention of committing a crime or harming somebody
forfend,verb,1. to prevent something or keep something away 2. used to say that you are frightened of the idea of something happening
forgo,verb,to decide not to have or do something that you would like to have or do
formidable,adjective,"if people, things or situations are formidable, you feel fear and/or respect for them, because they are impressive or powerful, or because they seem very difficult"
forswear,verb,to stop doing or using something; to make a promise that you will stop doing or using something
forte,noun,a thing that somebody does particularly well
forth,adverb,1. away from a place; out 2. towards a place; forwards
fortify,verb,"1. to make a place more able to resist attack, especially by building high walls 2. to make somebody/yourself feel stronger, braver, etc."
foursome,adjective,a group of four people taking part in a social activity or sport together
frailty,noun,1. weakness and poor health 2. weakness in a person’s character or moral standards
frankincense,noun,"a substance that is burnt to give a pleasant smell, especially during religious ceremonies"
fraternal,adjective,1. connected with the relationship that exists between people or groups that share the same ideas or interests 2. connected with the relationship that exists between brothers
fraudulence,noun,"activity that is intended to cheat somebody, usually in order to make money illegally; the fact of being fraudulent"
fraudulent,adjective,"intended to cheat somebody, usually in order to make money illegally"
freemason,noun,a man belonging to a secret society whose members help each other and communicate using secret signs
freshness,noun,"1. the fact of food being recently produced or picked and not frozen, dried or preserved in tins or cans 2. the fact of being made or experienced recently"
frightful,adjective,1. used to emphasize how bad something is 2. very serious or unpleasant
frigid,adjective,1. very cold 2. not showing any friendly or kind feelings  3. not able to enjoy sex
frivolity,noun,"behaviour that is silly or funny, especially when this is not suitable"
frivolous,adjective,"1. silly or funny, especially when such behaviour is not suitable 2. having no useful or serious purpose"
frowzy,adjective,having a messy or dirty appearance
frugal,adjective,"1. using only as much money or food as is necessary 2. small, plain and not costing very much"
fulcrum,noun,1. the point on which a lever turns or is supported 2. the most important part of an activity or a situation
fulminate,verb,to criticize somebody/something angrily
fulsome,adjective,"too generous in praising or thanking somebody, or in saying sorry, so that you do not sound sincere"
fumigate,verb,"to use special chemicals, smoke or gas to destroy the harmful insects or bacteria in a place"
functionary,noun,a person with official duties
furlong,noun,"a unit for measuring distance, equal to 220 yards or 201 metres; one eighth of a mile"
furrier,noun,a person who prepares or sells clothes made from fur
furtive,adjective,behaving in a way that shows that you want to keep something secret and do not want to be noticed
futurist,noun,"an artist, writer, etc. in the 1920s or 30s who worked in the style of futurism"
gaiety,noun,the state of being cheerful and full of fun
gaily,adverb,1. in a bright and attractive way 2. in a cheerful way 3. without thinking or caring about the effect of your actions on other people
gait,noun,a way of walking or running
galore,adjective,in large quantities
galvanic,adjective,1. producing an electric current by the action of a chemical on metal 2. making people react in a sudden and dramatic way
gambol,noun,to jump or run about in a lively way
gamut,noun,a range or series of related things
garrote,verb,to strangle (someone) with a garrote
garrulous,adjective,"talking a lot, especially about unimportant things"
gaseous,adjective,like or containing gas
gastritis,noun,an illness in which the inside of the stomach becomes swollen (= larger or rounder than normal) and painful
generality,noun,1. a statement that discusses general principles or issues rather than details or particular examples 2. most of a group of people or things 3. the fact of being general rather than detailed or exact
generic,adjective,"1. shared by, including or typical of a whole group of things; not specific 2. not using the name of the company that made it 3. lacking imagination and so not original"
generosity,noun,"the fact of being generous (= willing to do kind things or give somebody money, gifts or time freely)"
genesis,noun,the beginning or origin of something
geniality,noun,the quality of being friendly and cheerful
genital,adjective,connected with the outer sexual organs of a person or an animal
genteel,adjective,"1. quiet and polite, often in an exaggerated way; from, or pretending to be from, a high social class 2. quiet and old-fashioned and perhaps slightly boring"
gentile,adjective,describing or typical of a person who is not Jewish
germane,adjective,connected with something in an important or appropriate way
germinate,verb,"when the seed of a plant germinates or is germinated, it starts to grow"
